linear_rising;linear_falling;exp_rising;exp_falling
1.0;1.0;1.0;1.0
1.0404040404040404;0.9924242424242424;1.030532598714417;0.9824013493521069
1.0808080808080809;0.9848484848484849;1.061524334251607;0.9649589327619632
1.121212121212121;0.9772727272727273;1.09297520661157;0.9476727502295684
1.1616161616161615;0.9696969696969697;1.1248852157943066;0.930542801754923
1.202020202020202;0.9621212121212122;1.1572543617998161;0.9135690873380267
1.2424242424242424;0.9545454545454546;1.190082644628099;0.8967516069788798
1.2828282828282829;0.946969696969697;1.223370064279155;0.8800903606774819
1.3232323232323233;0.9393939393939394;1.2571166207529842;0.8635853484338333
1.3636363636363638;0.9318181818181819;1.2913223140495864;0.8472365702479339
1.404040404040404;0.9242424242424242;1.3259871441689626;0.8310440261197838
1.4444444444444444;0.9166666666666666;1.3611111111111114;0.8150077160493827
1.4848484848484849;0.9090909090909091;1.3966942148760333;0.7991276400367309
1.5252525252525253;0.9015151515151515;1.4327364554637283;0.7834037980818285
1.5656565656565657;0.8939393939393939;1.4692378328741966;0.7678361901846751
1.606060606060606;0.8863636363636364;1.506198347107438;0.7524248163452709
1.6464646464646466;0.8787878787878788;1.5436179981634528;0.7371696765636159
1.6868686868686869;0.8712121212121212;1.5814967860422406;0.7220707708397102
1.7272727272727273;0.8636363636363636;1.6198347107438016;0.7071280991735538
