,Unnamed:0,long,lat,Administrativedistrict,Yearofconstruction,Typeofbuilding,Floors,Surfacearea[m^2],modernizationstatus,Numberofbuildings,averageheatdemand[kWh/m^2],maxheatdemand[kWh/m^2],weatherfilenames,Heatcapacity,Klimazone,zipcode
0,0,13.74,51.05,Dresden,1918,EFH,2,140.19,tabula_standard,2951,150.1,417.9,TRY2015_510685137913_Jahr_City_Dresden,158.4,4,1067
1,1,13.74,51.05,Dresden,1918,EFH,2,141.13,tabula_retrofit,1589,43.1,126.3,TRY2015_510685137913_Jahr_City_Dresden,71.28,4,1067
2,2,13.74,51.05,Dresden,1948,EFH,2,133.77,tabula_standard,3275,119.1,345.9,TRY2015_510685137913_Jahr_City_Dresden,158.4,4,1067
3,3,13.74,51.05,Dresden,1948,EFH,2,132.79,tabula_retrofit,1764,36.1,108.3,TRY2015_510685137913_Jahr_City_Dresden,71.28,4,1067
4,4,13.74,51.05,Dresden,1957,EFH,2,135.58,tabula_standard,310,150.1,428.7,TRY2015_510685137913_Jahr_City_Dresden,158.4,4,1067
5,5,13.74,51.05,Dresden,1957,EFH,2,136.52,tabula_retrofit,167,51.1,151.5,TRY2015_510685137913_Jahr_City_Dresden,71.28,4,1067
6,6,13.74,51.05,Dresden,1968,EFH,2,144.85,tabula_standard,379,146.1,410.7,TRY2015_510685137913_Jahr_City_Dresden,149.6,4,1067
7,7,13.74,51.05,Dresden,1968,EFH,2,144.52,tabula_retrofit,204,52.1,158.7,TRY2015_510685137913_Jahr_City_Dresden,67.32,4,1067
8,8,13.74,51.05,Dresden,1978,EFH,2,155.62,tabula_standard,344,100.1,291.9,TRY2015_510685137913_Jahr_City_Dresden,83.6,4,1067
9,9,13.74,51.05,Dresden,1978,EFH,2,156.35,tabula_retrofit,185,38.1,115.5,TRY2015_510685137913_Jahr_City_Dresden,37.62,4,1067
10,10,13.74,51.05,Dresden,1983,EFH,2,158.84,tabula_standard,425,71.1,191.1,TRY2015_510685137913_Jahr_City_Dresden,83.6,4,1067
11,11,13.74,51.05,Dresden,1983,EFH,2,163.49,tabula_retrofit,22,31.1,86.7,TRY2015_510685137913_Jahr_City_Dresden,37.62,4,1067
12,12,13.74,51.05,Dresden,1994,EFH,2,154.19,tabula_standard,1364,75.1,219.9,TRY2015_510685137913_Jahr_City_Dresden,66.0,4,1067
13,13,13.74,51.05,Dresden,1994,EFH,2,156.15,tabula_retrofit,72,40.1,122.7,TRY2015_510685137913_Jahr_City_Dresden,29.7,4,1067
14,14,13.74,51.05,Dresden,2001,EFH,2,153.37,tabula_standard,2081,54.1,169.5,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1067
15,15,13.74,51.05,Dresden,2001,EFH,2,153.14,tabula_retrofit,110,38.1,126.3,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1067
16,16,13.74,51.05,Dresden,2009,EFH,2,153.75,tabula_standard,2105,43.1,129.9,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1067
17,17,13.74,51.05,Dresden,2009,EFH,2,155.38,tabula_retrofit,111,29.1,90.3,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1067
18,18,13.74,51.05,Dresden,2015,EFH,2,157.85,tabula_standard,701,36.1,115.5,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1067
19,19,13.74,51.05,Dresden,2015,EFH,2,160.7,tabula_retrofit,37,32.1,104.7,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1067
20,20,13.74,51.05,Dresden,1918,RH,2,126.63,tabula_standard,1200,106.1,313.5,TRY2015_510685137913_Jahr_City_Dresden,140.8,4,1067
21,21,13.74,51.05,Dresden,1918,RH,2,129.58,tabula_retrofit,646,38.1,115.5,TRY2015_510685137913_Jahr_City_Dresden,63.36,4,1067
22,22,13.74,51.05,Dresden,1948,RH,2,116.22,tabula_standard,3388,82.1,245.1,TRY2015_510685137913_Jahr_City_Dresden,140.8,4,1067
23,23,13.74,51.05,Dresden,1948,RH,2,120.94,tabula_retrofit,1824,27.1,86.7,TRY2015_510685137913_Jahr_City_Dresden,63.36,4,1067
24,24,13.74,51.05,Dresden,1957,RH,2,116.8,tabula_standard,326,101.1,317.1,TRY2015_510685137913_Jahr_City_Dresden,140.8,4,1067
25,25,13.74,51.05,Dresden,1957,RH,2,121.95,tabula_retrofit,176,31.1,115.5,TRY2015_510685137913_Jahr_City_Dresden,63.36,4,1067
26,26,13.74,51.05,Dresden,1968,RH,2,120.59,tabula_standard,399,59.1,155.1,TRY2015_510685137913_Jahr_City_Dresden,132.0,4,1067
27,27,13.74,51.05,Dresden,1968,RH,2,126.47,tabula_retrofit,215,25.1,68.7,TRY2015_510685137913_Jahr_City_Dresden,59.4,4,1067
28,28,13.74,51.05,Dresden,1978,RH,2,130.34,tabula_standard,363,68.1,209.1,TRY2015_510685137913_Jahr_City_Dresden,79.2,4,1067
29,29,13.74,51.05,Dresden,1978,RH,2,135.07,tabula_retrofit,195,27.1,90.3,TRY2015_510685137913_Jahr_City_Dresden,35.64,4,1067
30,30,13.74,51.05,Dresden,1983,RH,2,136.05,tabula_standard,391,67.1,198.3,TRY2015_510685137913_Jahr_City_Dresden,79.2,4,1067
31,31,13.74,51.05,Dresden,1983,RH,2,136.65,tabula_retrofit,21,36.1,111.9,TRY2015_510685137913_Jahr_City_Dresden,35.64,4,1067
32,32,13.74,51.05,Dresden,1994,RH,2,133.99,tabula_standard,1281,46.1,133.5,TRY2015_510685137913_Jahr_City_Dresden,61.6,4,1067
33,33,13.74,51.05,Dresden,1994,RH,2,132.64,tabula_retrofit,67,29.1,83.1,TRY2015_510685137913_Jahr_City_Dresden,27.72,4,1067
34,34,13.74,51.05,Dresden,2001,RH,2,132.74,tabula_standard,2426,38.1,108.3,TRY2015_510685137913_Jahr_City_Dresden,48.4,4,1067
35,35,13.74,51.05,Dresden,2001,RH,2,130.33,tabula_retrofit,128,28.1,83.1,TRY2015_510685137913_Jahr_City_Dresden,21.78,4,1067
36,36,13.74,51.05,Dresden,2009,RH,2,140.59,tabula_standard,1133,33.1,111.9,TRY2015_510685137913_Jahr_City_Dresden,48.4,4,1067
37,37,13.74,51.05,Dresden,2009,RH,2,142.94,tabula_retrofit,60,27.1,97.5,TRY2015_510685137913_Jahr_City_Dresden,21.78,4,1067
38,38,13.74,51.05,Dresden,2015,RH,2,143.53,tabula_standard,368,32.1,93.9,TRY2015_510685137913_Jahr_City_Dresden,48.4,4,1067
39,39,13.74,51.05,Dresden,2015,RH,2,145.55,tabula_retrofit,19,28.1,83.1,TRY2015_510685137913_Jahr_City_Dresden,21.78,4,1067
40,40,13.74,51.05,Dresden,1918,MFH,4,364.44,tabula_standard,4064,87.1,263.1,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1067
41,41,13.74,51.05,Dresden,1918,MFH,4,377.29,tabula_retrofit,2188,31.1,93.9,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1067
42,42,13.74,51.05,Dresden,1948,MFH,4,333.9,tabula_standard,3579,112.1,338.7,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1067
43,43,13.74,51.05,Dresden,1948,MFH,4,346.35,tabula_retrofit,1927,32.1,101.1,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1067
44,44,13.74,51.05,Dresden,1957,MFH,4,351.77,tabula_standard,620,100.1,281.1,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1067
45,45,13.74,51.05,Dresden,1957,MFH,4,353.91,tabula_retrofit,334,32.1,90.3,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1067
46,46,13.74,51.05,Dresden,1968,MFH,4,384.8,tabula_standard,758,72.1,205.5,TRY2015_510685137913_Jahr_City_Dresden,105.6,4,1067
47,47,13.74,51.05,Dresden,1968,MFH,4,385.28,tabula_retrofit,408,27.1,79.5,TRY2015_510685137913_Jahr_City_Dresden,47.52,4,1067
48,48,13.74,51.05,Dresden,1978,MFH,4,405.7,tabula_standard,689,72.1,212.7,TRY2015_510685137913_Jahr_City_Dresden,57.2,4,1067
49,49,13.74,51.05,Dresden,1978,MFH,4,417.75,tabula_retrofit,371,28.1,86.7,TRY2015_510685137913_Jahr_City_Dresden,25.74,4,1067
50,50,13.74,51.05,Dresden,1983,MFH,4,441.78,tabula_standard,438,59.1,169.5,TRY2015_510685137913_Jahr_City_Dresden,57.2,4,1067
51,51,13.74,51.05,Dresden,1983,MFH,4,444.01,tabula_retrofit,23,27.1,79.5,TRY2015_510685137913_Jahr_City_Dresden,25.74,4,1067
52,52,13.74,51.05,Dresden,1994,MFH,4,435.27,tabula_standard,1270,62.1,191.1,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1067
53,53,13.74,51.05,Dresden,1994,MFH,4,432.06,tabula_retrofit,67,28.1,90.3,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1067
54,54,13.74,51.05,Dresden,2001,MFH,4,426.71,tabula_standard,1869,41.1,122.7,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1067
55,55,13.74,51.05,Dresden,2001,MFH,4,442.53,tabula_retrofit,98,25.1,79.5,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1067
56,56,13.74,51.05,Dresden,2009,MFH,4,462.98,tabula_standard,309,29.1,83.1,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1067
57,57,13.74,51.05,Dresden,2009,MFH,4,460.81,tabula_retrofit,16,24.1,68.7,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1067
58,58,13.74,51.05,Dresden,2015,MFH,4,502.02,tabula_standard,462,29.1,90.3,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1067
59,59,13.74,51.05,Dresden,2015,MFH,4,506.98,tabula_retrofit,24,19.1,61.5,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1067
60,60,13.74,51.05,Dresden,1918,GMH,6,1362.48,tabula_standard,586,87.1,263.1,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1067
61,61,13.74,51.05,Dresden,1918,GMH,6,1407.85,tabula_retrofit,315,31.1,93.9,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1067
62,62,13.74,51.05,Dresden,1948,GMH,6,1073.82,tabula_standard,164,112.1,338.7,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1067
63,63,13.74,51.05,Dresden,1948,GMH,6,1110.97,tabula_retrofit,88,32.1,101.1,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1067
64,64,13.74,51.05,Dresden,1957,GMH,6,985.77,tabula_standard,142,100.1,281.1,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1067
65,65,13.74,51.05,Dresden,1957,GMH,6,989.54,tabula_retrofit,77,32.1,90.3,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1067
66,66,13.74,51.05,Dresden,1968,GMH,6,1388.86,tabula_standard,174,72.1,205.5,TRY2015_510685137913_Jahr_City_Dresden,105.6,4,1067
67,67,13.74,51.05,Dresden,1968,GMH,6,1388.34,tabula_retrofit,94,27.1,79.5,TRY2015_510685137913_Jahr_City_Dresden,47.52,4,1067
68,68,13.74,51.05,Dresden,1978,GMH,6,1748.95,tabula_standard,158,72.1,212.7,TRY2015_510685137913_Jahr_City_Dresden,57.2,4,1067
69,69,13.74,51.05,Dresden,1978,GMH,6,1798.48,tabula_retrofit,85,28.1,86.7,TRY2015_510685137913_Jahr_City_Dresden,25.74,4,1067
70,70,13.74,51.05,Dresden,1983,GMH,6,1470.76,tabula_standard,271,59.1,169.5,TRY2015_510685137913_Jahr_City_Dresden,57.2,4,1067
71,71,13.74,51.05,Dresden,1983,GMH,6,1476.37,tabula_retrofit,14,27.1,79.5,TRY2015_510685137913_Jahr_City_Dresden,25.74,4,1067
72,72,13.74,51.05,Dresden,1994,GMH,6,1225.73,tabula_standard,532,62.1,191.1,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1067
73,73,13.74,51.05,Dresden,1994,GMH,6,1214.12,tabula_retrofit,28,28.1,90.3,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1067
74,74,13.74,51.05,Dresden,2001,GMH,6,853.14,tabula_standard,577,40.1,122.7,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1067
75,75,13.74,51.05,Dresden,2001,GMH,6,855.22,tabula_retrofit,30,25.1,79.5,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1067
76,76,13.74,51.05,Dresden,2009,GMH,6,1377.74,tabula_standard,53,29.1,83.1,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1067
77,77,13.74,51.05,Dresden,2009,GMH,6,1371.02,tabula_retrofit,3,24.1,68.7,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1067
78,78,13.74,51.05,Dresden,2015,GMH,6,1480.09,tabula_standard,87,29.1,90.3,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1067
79,79,13.74,51.05,Dresden,2015,GMH,6,1494.86,tabula_retrofit,5,19.1,61.5,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1067
80,80,13.7913,51.0685,Meissen,1918,EFH,2,139.66,tabula_standard,6866,150.6294821,419.2895625,TRY2015_510685137913_Jahr_City_Dresden,158.4,4,1445
81,81,13.7913,51.0685,Meissen,1918,EFH,2,139.66,tabula_retrofit,3697,43.43628337,126.4124497,TRY2015_510685137913_Jahr_City_Dresden,71.28,4,1445
82,82,13.7913,51.0685,Meissen,1948,EFH,2,132.63,tabula_standard,3717,120.0289121,349.231132,TRY2015_510685137913_Jahr_City_Dresden,158.4,4,1445
83,83,13.7913,51.0685,Meissen,1948,EFH,2,132.63,tabula_retrofit,2002,36.13021843,109.1096238,TRY2015_510685137913_Jahr_City_Dresden,71.28,4,1445
84,84,13.7913,51.0685,Meissen,1957,EFH,2,135.04,tabula_standard,780,150.6606284,431.4973128,TRY2015_510685137913_Jahr_City_Dresden,158.4,4,1445
85,85,13.7913,51.0685,Meissen,1957,EFH,2,135.04,tabula_retrofit,420,51.53960884,151.7125037,TRY2015_510685137913_Jahr_City_Dresden,71.28,4,1445
86,86,13.7913,51.0685,Meissen,1968,EFH,2,144.47,tabula_standard,953,146.4580718,411.1551774,TRY2015_510685137913_Jahr_City_Dresden,149.6,4,1445
87,87,13.7913,51.0685,Meissen,1968,EFH,2,144.47,tabula_retrofit,513,52.11494173,161.0169378,TRY2015_510685137913_Jahr_City_Dresden,67.32,4,1445
88,88,13.7913,51.0685,Meissen,1978,EFH,2,154.61,tabula_standard,866,100.6812381,295.0098099,TRY2015_510685137913_Jahr_City_Dresden,83.6,4,1445
89,89,13.7913,51.0685,Meissen,1978,EFH,2,154.61,tabula_retrofit,466,38.40401975,118.2266033,TRY2015_510685137913_Jahr_City_Dresden,37.62,4,1445
90,90,13.7913,51.0685,Meissen,1983,EFH,2,156.25,tabula_standard,1163,72.09598711,193.1313,TRY2015_510685137913_Jahr_City_Dresden,83.6,4,1445
91,91,13.7913,51.0685,Meissen,1983,EFH,2,156.25,tabula_retrofit,61,32.02684367,88.5801675,TRY2015_510685137913_Jahr_City_Dresden,37.62,4,1445
92,92,13.7913,51.0685,Meissen,1994,EFH,2,153.45,tabula_standard,3261,75.40699762,223.0146124,TRY2015_510685137913_Jahr_City_Dresden,66.0,4,1445
93,93,13.7913,51.0685,Meissen,1994,EFH,2,153.45,tabula_retrofit,172,40.60974776,125.5319098,TRY2015_510685137913_Jahr_City_Dresden,29.7,4,1445
94,94,13.7913,51.0685,Meissen,2001,EFH,2,152.66,tabula_standard,3964,54.29932159,171.2104656,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1445
95,95,13.7913,51.0685,Meissen,2001,EFH,2,152.66,tabula_retrofit,209,38.18558027,128.7439793,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1445
96,96,13.7913,51.0685,Meissen,2009,EFH,2,153.55,tabula_standard,2484,43.14233901,132.2197264,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1445
97,97,13.7913,51.0685,Meissen,2009,EFH,2,153.55,tabula_retrofit,131,29.3145956,92.08170066,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1445
98,98,13.7913,51.0685,Meissen,2015,EFH,2,154.44,tabula_standard,312,36.65190655,117.1015343,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1445
99,99,13.7913,51.0685,Meissen,2015,EFH,2,154.44,tabula_retrofit,16,32.951331,107.304575,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1445
100,100,13.7913,51.0685,Meissen,1918,RH,2,126.56,tabula_standard,2160,106.1497475,317.0565158,TRY2015_510685137913_Jahr_City_Dresden,140.8,4,1445
101,101,13.7913,51.0685,Meissen,1918,RH,2,126.56,tabula_retrofit,1163,38.74366531,117.3046881,TRY2015_510685137913_Jahr_City_Dresden,63.36,4,1445
102,102,13.7913,51.0685,Meissen,1948,RH,2,115.49,tabula_standard,3034,82.54945564,247.0851485,TRY2015_510685137913_Jahr_City_Dresden,140.8,4,1445
103,103,13.7913,51.0685,Meissen,1948,RH,2,115.49,tabula_retrofit,1633,27.85561469,88.92099556,TRY2015_510685137913_Jahr_City_Dresden,63.36,4,1445
104,104,13.7913,51.0685,Meissen,1957,RH,2,116.33,tabula_standard,331,101.461058,319.5315263,TRY2015_510685137913_Jahr_City_Dresden,140.8,4,1445
105,105,13.7913,51.0685,Meissen,1957,RH,2,116.33,tabula_retrofit,178,32.06676272,118.8194088,TRY2015_510685137913_Jahr_City_Dresden,63.36,4,1445
106,106,13.7913,51.0685,Meissen,1968,RH,2,120.06,tabula_standard,405,59.31061507,155.9079085,TRY2015_510685137913_Jahr_City_Dresden,132.0,4,1445
107,107,13.7913,51.0685,Meissen,1968,RH,2,120.06,tabula_retrofit,218,25.84690063,69.24874789,TRY2015_510685137913_Jahr_City_Dresden,59.4,4,1445
108,108,13.7913,51.0685,Meissen,1978,RH,2,129.3,tabula_standard,368,68.55834852,211.7669673,TRY2015_510685137913_Jahr_City_Dresden,79.2,4,1445
109,109,13.7913,51.0685,Meissen,1978,RH,2,129.3,tabula_retrofit,198,27.81396069,93.60753834,TRY2015_510685137913_Jahr_City_Dresden,35.64,4,1445
110,110,13.7913,51.0685,Meissen,1983,RH,2,134.33,tabula_standard,457,67.81517001,199.8824804,TRY2015_510685137913_Jahr_City_Dresden,79.2,4,1445
111,111,13.7913,51.0685,Meissen,1983,RH,2,134.33,tabula_retrofit,24,36.5316463,112.3574589,TRY2015_510685137913_Jahr_City_Dresden,35.64,4,1445
112,112,13.7913,51.0685,Meissen,1994,RH,2,130.37,tabula_standard,1155,47.0726998,134.5373097,TRY2015_510685137913_Jahr_City_Dresden,61.6,4,1445
113,113,13.7913,51.0685,Meissen,1994,RH,2,130.37,tabula_retrofit,61,29.41409552,85.43115843,TRY2015_510685137913_Jahr_City_Dresden,27.72,4,1445
114,114,13.7913,51.0685,Meissen,2001,RH,2,129.24,tabula_standard,1519,38.83019884,111.8940691,TRY2015_510685137913_Jahr_City_Dresden,48.4,4,1445
115,115,13.7913,51.0685,Meissen,2001,RH,2,129.24,tabula_retrofit,80,28.24305521,83.91279242,TRY2015_510685137913_Jahr_City_Dresden,21.78,4,1445
116,116,13.7913,51.0685,Meissen,2009,RH,2,135.42,tabula_standard,505,33.94054179,114.8378784,TRY2015_510685137913_Jahr_City_Dresden,48.4,4,1445
117,117,13.7913,51.0685,Meissen,2009,RH,2,135.42,tabula_retrofit,27,27.9887565,97.602632,TRY2015_510685137913_Jahr_City_Dresden,21.78,4,1445
118,118,13.7913,51.0685,Meissen,2015,RH,2,141.6,tabula_standard,37,32.38661502,94.07492593,TRY2015_510685137913_Jahr_City_Dresden,48.4,4,1445
119,119,13.7913,51.0685,Meissen,2015,RH,2,141.6,tabula_retrofit,2,28.57444225,83.83304257,TRY2015_510685137913_Jahr_City_Dresden,21.78,4,1445
120,120,13.7913,51.0685,Meissen,1918,MFH,4,360.89,tabula_standard,2441,87.84759781,264.2647065,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1445
121,121,13.7913,51.0685,Meissen,1918,MFH,4,360.89,tabula_retrofit,1315,32.00861702,96.99832385,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1445
122,122,13.7913,51.0685,Meissen,1948,MFH,4,332.47,tabula_standard,1252,112.5356297,338.8381371,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1445
123,123,13.7913,51.0685,Meissen,1948,MFH,4,332.47,tabula_retrofit,674,32.97670711,103.0658717,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1445
124,124,13.7913,51.0685,Meissen,1957,MFH,4,351.12,tabula_standard,472,100.264446,281.162799,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1445
125,125,13.7913,51.0685,Meissen,1957,MFH,4,351.12,tabula_retrofit,254,32.26659434,93.12797087,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1445
126,126,13.7913,51.0685,Meissen,1968,MFH,4,383.96,tabula_standard,577,72.23416898,209.0741501,TRY2015_510685137913_Jahr_City_Dresden,105.6,4,1445
127,127,13.7913,51.0685,Meissen,1968,MFH,4,383.96,tabula_retrofit,311,27.15497102,81.45149179,TRY2015_510685137913_Jahr_City_Dresden,47.52,4,1445
128,128,13.7913,51.0685,Meissen,1978,MFH,4,401.43,tabula_standard,525,72.74820309,215.024904,TRY2015_510685137913_Jahr_City_Dresden,57.2,4,1445
129,129,13.7913,51.0685,Meissen,1978,MFH,4,401.43,tabula_retrofit,283,28.79129896,88.31902207,TRY2015_510685137913_Jahr_City_Dresden,25.74,4,1445
130,130,13.7913,51.0685,Meissen,1983,MFH,4,438.36,tabula_standard,221,59.47426297,171.956429,TRY2015_510685137913_Jahr_City_Dresden,57.2,4,1445
131,131,13.7913,51.0685,Meissen,1983,MFH,4,438.36,tabula_retrofit,12,27.30608588,80.15612681,TRY2015_510685137913_Jahr_City_Dresden,25.74,4,1445
132,132,13.7913,51.0685,Meissen,1994,MFH,4,430.42,tabula_standard,616,62.67460505,194.0837971,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1445
133,133,13.7913,51.0685,Meissen,1994,MFH,4,430.42,tabula_retrofit,32,28.16469432,91.88602731,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1445
134,134,13.7913,51.0685,Meissen,2001,MFH,4,426.23,tabula_standard,788,41.13365673,125.2748357,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1445
135,135,13.7913,51.0685,Meissen,2001,MFH,4,426.23,tabula_retrofit,41,25.63544037,82.54027469,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1445
136,136,13.7913,51.0685,Meissen,2009,MFH,4,458.82,tabula_standard,144,29.26314787,83.6177919,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1445
137,137,13.7913,51.0685,Meissen,2009,MFH,4,458.82,tabula_retrofit,8,24.15642609,69.93213622,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1445
138,138,13.7913,51.0685,Meissen,2015,MFH,4,491.41,tabula_standard,14,29.48852622,92.99727884,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1445
139,139,13.7913,51.0685,Meissen,2015,MFH,4,491.41,tabula_retrofit,1,19.35340338,63.96664466,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1445
140,140,13.7913,51.0685,Meissen,1918,GMH,6,1348.12,tabula_standard,30,87.90975718,264.2647011,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1445
141,141,13.7913,51.0685,Meissen,1918,GMH,6,1348.12,tabula_retrofit,16,31.98614059,96.99832971,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1445
142,142,13.7913,51.0685,Meissen,1948,GMH,6,1067.57,tabula_standard,9,112.6908535,340.1859206,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1445
143,143,13.7913,51.0685,Meissen,1948,GMH,6,1067.57,tabula_retrofit,5,32.95378603,103.0658679,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1445
144,144,13.7913,51.0685,Meissen,1957,GMH,6,982.66,tabula_standard,41,100.3819205,281.1627951,TRY2015_510685137913_Jahr_City_Dresden,114.4,4,1445
145,145,13.7913,51.0685,Meissen,1957,GMH,6,982.66,tabula_retrofit,22,32.2469653,93.12796809,TRY2015_510685137913_Jahr_City_Dresden,51.48,4,1445
146,146,13.7913,51.0685,Meissen,1968,GMH,6,1385.29,tabula_standard,50,72.2570906,209.0741629,TRY2015_510685137913_Jahr_City_Dresden,105.6,4,1445
147,147,13.7913,51.0685,Meissen,1968,GMH,6,1385.29,tabula_retrofit,27,27.13527096,81.45149116,TRY2015_510685137913_Jahr_City_Dresden,47.52,4,1445
148,148,13.7913,51.0685,Meissen,1978,GMH,6,1730.54,tabula_standard,45,72.74888446,215.0248912,TRY2015_510685137913_Jahr_City_Dresden,57.2,4,1445
149,149,13.7913,51.0685,Meissen,1978,GMH,6,1730.54,tabula_retrofit,24,28.76739988,88.31902286,TRY2015_510685137913_Jahr_City_Dresden,25.74,4,1445
150,150,13.7913,51.0685,Meissen,1983,GMH,6,1460.0,tabula_standard,95,59.45381813,171.9564298,TRY2015_510685137913_Jahr_City_Dresden,57.2,4,1445
151,151,13.7913,51.0685,Meissen,1983,GMH,6,1460.0,tabula_retrofit,5,27.27944363,80.15613121,TRY2015_510685137913_Jahr_City_Dresden,25.74,4,1445
152,152,13.7913,51.0685,Meissen,1994,GMH,6,1212.54,tabula_standard,128,62.65474151,194.0837959,TRY2015_510685137913_Jahr_City_Dresden,52.8,4,1445
153,153,13.7913,51.0685,Meissen,1994,GMH,6,1212.54,tabula_retrofit,7,28.12211701,91.88602626,TRY2015_510685137913_Jahr_City_Dresden,23.76,4,1445
154,154,13.7913,51.0685,Meissen,2001,GMH,6,825.24,tabula_standard,82,41.08027333,125.2748338,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1445
155,155,13.7913,51.0685,Meissen,2001,GMH,6,825.24,tabula_retrofit,4,25.60854484,82.54027419,TRY2015_510685137913_Jahr_City_Dresden,17.82,4,1445
156,156,13.7913,51.0685,Meissen,2009,GMH,6,1368.42,tabula_standard,2,29.22261205,83.61779539,TRY2015_510685137913_Jahr_City_Dresden,39.6,4,1445
157,234,14.4239,51.1814,Bautzen,1918,EFH,2,139.66,tabula_standard,8239,150.6294821,419.2895625,TRY2015_510685137913_Jahr_City_Dresden,158.4,4,1454
158,235,14.4239,51.1814,Bautzen,1918,EFH,2,139.66,tabula_retrofit,4436,43.43628337,126.4124497,TRY2015_510685137913_Jahr_City_Dresden,71.28,4,1454
159,236,14.4239,51.1814,Bautzen,1948,EFH,2,132.63,tabula_standard,6627,120.0289121,349.231132,TRY2015_510685137913_Jahr_City_Dresden,158.4,4,1454
160,237,14.4239,51.1814,Bautzen,1948,EFH,2,132.63,tabula_retrofit,3568,36.13021843,109.1096238,TRY2015_510685137913_Jahr_City_Dresden,71.28,4,1454
161,238,14.4239,51.1814,Bautzen,1957,EFH,2,135.04,tabula_standard,1356,150.6606284,431.4973128,TRY2015_510685137913_Jahr_City_Dresden,158.4,4,1454
162,239,14.4239,51.1814,Bautzen,1957,EFH,2,135.04,tabula_retrofit,730,51.53960884,151.7125037,TRY2015_510685137913_Jahr_City_Dresden,71.28,4,1454
163,240,14.4239,51.1814,Bautzen,1968,EFH,2,144.47,tabula_standard,1658,146.4580718,411.1551774,TRY2015_510685137913_Jahr_City_Dresden,149.6,4,1454
164,241,14.4239,51.1814,Bautzen,1968,EFH,2,144.47,tabula_retrofit,893,52.11494173,161.0169378,TRY2015_510685137913_Jahr_City_Dresden,67.32,4,1454
165,242,14.4239,51.1814,Bautzen,1978,EFH,2,154.61,tabula_standard,1507,100.6812381,295.0098099,TRY2015_510685137913_Jahr_City_Dresden,83.6,4,1454
