,Unnamed:0,long,lat,Administrativedistrict,Yearofconstruction,Typeofbuilding,Floors,Surfacearea[m^2],modernizationstatus,Numberofbuildings,averageheatdemand[kWh/m^2],maxheatdemand[kWh/m^2],weatherfilenames,Heatcapacity,Klimazone,zipcode
7061,10405,7.0131,51.4508,Essen,1918,RH,2,129.07,tabula_retrofit,1632,37.1,115.5,TRY2015_515365069172_Jahr_City_Bottrop,69.12,2,45127
7062,10406,7.0131,51.4508,Essen,1948,RH,2,116.57,tabula_standard,6421,78.1,245.1,TRY2015_515365069172_Jahr_City_Bottrop,153.6,2,45127
7063,10407,7.0131,51.4508,Essen,1948,RH,2,117.5,tabula_retrofit,3457,27.1,86.7,TRY2015_515365069172_Jahr_City_Bottrop,69.12,2,45127
7064,10408,7.0131,51.4508,Essen,1957,RH,2,117.09,tabula_standard,2721,96.1,317.1,TRY2015_515365069172_Jahr_City_Bottrop,153.6,2,45127
7065,10409,7.0131,51.4508,Essen,1957,RH,2,120.62,tabula_retrofit,1465,30.1,115.5,TRY2015_515365069172_Jahr_City_Bottrop,69.12,2,45127
7066,10410,7.0131,51.4508,Essen,1968,RH,2,122.64,tabula_standard,3325,57.1,155.1,TRY2015_515365069172_Jahr_City_Bottrop,144.0,2,45127
7067,10411,7.0131,51.4508,Essen,1968,RH,2,128.25,tabula_retrofit,1790,25.1,68.7,TRY2015_515365069172_Jahr_City_Bottrop,64.8,2,45127
7068,10412,7.0131,51.4508,Essen,1978,RH,2,130.56,tabula_standard,3023,65.1,209.1,TRY2015_515365069172_Jahr_City_Bottrop,86.4,2,45127
7069,10413,7.0131,51.4508,Essen,1978,RH,2,130.36,tabula_retrofit,1628,27.1,90.3,TRY2015_515365069172_Jahr_City_Bottrop,38.88,2,45127
7070,10414,7.0131,51.4508,Essen,1983,RH,2,136.86,tabula_standard,1929,64.1,198.3,TRY2015_515365069172_Jahr_City_Bottrop,86.4,2,45127
7071,10415,7.0131,51.4508,Essen,1983,RH,2,136.39,tabula_retrofit,102,35.1,111.9,TRY2015_515365069172_Jahr_City_Bottrop,38.88,2,45127
7072,10416,7.0131,51.4508,Essen,1994,RH,2,132.37,tabula_standard,4654,45.1,133.5,TRY2015_515365069172_Jahr_City_Bottrop,67.2,2,45127
7073,10417,7.0131,51.4508,Essen,1994,RH,2,137.8,tabula_retrofit,245,28.1,83.1,TRY2015_515365069172_Jahr_City_Bottrop,30.24,2,45127
7074,10418,7.0131,51.4508,Essen,2001,RH,2,133.25,tabula_standard,1836,37.1,108.3,TRY2015_515365069172_Jahr_City_Bottrop,52.8,2,45127
7075,10419,7.0131,51.4508,Essen,2001,RH,2,135.28,tabula_retrofit,97,27.1,83.1,TRY2015_515365069172_Jahr_City_Bottrop,23.76,2,45127
7076,10420,7.0131,51.4508,Essen,2009,RH,2,138.89,tabula_standard,2235,32.1,111.9,TRY2015_515365069172_Jahr_City_Bottrop,52.8,2,45127
7077,10421,7.0131,51.4508,Essen,2009,RH,2,135.64,tabula_retrofit,118,27.1,97.5,TRY2015_515365069172_Jahr_City_Bottrop,23.76,2,45127
7078,10422,7.0131,51.4508,Essen,2015,RH,2,146.84,tabula_standard,303,31.1,93.9,TRY2015_515365069172_Jahr_City_Bottrop,52.8,2,45127
7079,10423,7.0131,51.4508,Essen,2015,RH,2,142.61,tabula_retrofit,16,28.1,83.1,TRY2015_515365069172_Jahr_City_Bottrop,23.76,2,45127
7080,10424,7.0131,51.4508,Essen,1918,MFH,4,361.7,tabula_standard,3422,83.1,263.1,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,45127
7081,10425,7.0131,51.4508,Essen,1918,MFH,4,360.93,tabula_retrofit,1843,31.1,93.9,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,45127
7082,10426,7.0131,51.4508,Essen,1948,MFH,4,332.63,tabula_standard,3803,106.1,342.3,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,45127
7083,10427,7.0131,51.4508,Essen,1948,MFH,4,346.25,tabula_retrofit,2048,31.1,101.1,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,45127
7084,10428,7.0131,51.4508,Essen,1957,MFH,4,353.17,tabula_standard,3931,96.1,281.1,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,45127
7085,10429,7.0131,51.4508,Essen,1957,MFH,4,361.13,tabula_retrofit,2117,31.1,90.3,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,45127
7086,10430,7.0131,51.4508,Essen,1968,MFH,4,390.46,tabula_standard,4805,68.1,205.5,TRY2015_515365069172_Jahr_City_Bottrop,115.2,2,45127
7087,10431,7.0131,51.4508,Essen,1968,MFH,4,399.84,tabula_retrofit,2587,26.1,79.5,TRY2015_515365069172_Jahr_City_Bottrop,51.84,2,45127
7088,10432,7.0131,51.4508,Essen,1978,MFH,4,403.05,tabula_standard,4368,69.1,212.7,TRY2015_515365069172_Jahr_City_Bottrop,62.4,2,45127
7089,10433,7.0131,51.4508,Essen,1978,MFH,4,404.65,tabula_retrofit,2352,28.1,86.7,TRY2015_515365069172_Jahr_City_Bottrop,28.08,2,45127
7090,10434,7.0131,51.4508,Essen,1983,MFH,4,445.84,tabula_standard,956,56.1,169.5,TRY2015_515365069172_Jahr_City_Bottrop,62.4,2,45127
7091,10435,7.0131,51.4508,Essen,1983,MFH,4,461.89,tabula_retrofit,50,26.1,79.5,TRY2015_515365069172_Jahr_City_Bottrop,28.08,2,45127
7092,10436,7.0131,51.4508,Essen,1994,MFH,4,439.02,tabula_standard,1287,58.1,191.1,TRY2015_515365069172_Jahr_City_Bottrop,57.6,2,45127
7093,10437,7.0131,51.4508,Essen,1994,MFH,4,437.31,tabula_retrofit,68,27.1,90.3,TRY2015_515365069172_Jahr_City_Bottrop,25.92,2,45127
7094,10438,7.0131,51.4508,Essen,2001,MFH,4,431.49,tabula_standard,712,39.1,122.7,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,45127
7095,10439,7.0131,51.4508,Essen,2001,MFH,4,426.47,tabula_retrofit,37,25.1,79.5,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,45127
7096,10440,7.0131,51.4508,Essen,2009,MFH,4,477.33,tabula_standard,385,28.1,83.1,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,45127
7097,10441,7.0131,51.4508,Essen,2009,MFH,4,493.28,tabula_retrofit,20,23.1,68.7,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,45127
7098,10442,7.0131,51.4508,Essen,2015,MFH,4,507.22,tabula_standard,39,28.1,90.3,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,45127
7099,10443,7.0131,51.4508,Essen,2015,MFH,4,518.47,tabula_retrofit,2,19.1,61.5,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,45127
7100,10444,7.0131,51.4508,Essen,1918,GMH,6,1352.77,tabula_standard,1,83.1,263.1,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,45127
7101,10445,7.0131,51.4508,Essen,1948,GMH,6,1069.51,tabula_standard,24,106.1,342.3,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,45127
7102,10446,7.0131,51.4508,Essen,1948,GMH,6,1111.04,tabula_retrofit,13,31.1,101.1,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,45127
7103,10447,7.0131,51.4508,Essen,1957,GMH,6,989.79,tabula_standard,176,96.1,281.1,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,45127
7104,10448,7.0131,51.4508,Essen,1957,GMH,6,1009.92,tabula_retrofit,95,31.1,90.3,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,45127
7105,10449,7.0131,51.4508,Essen,1968,GMH,6,1409.5,tabula_standard,215,68.1,205.5,TRY2015_515365069172_Jahr_City_Bottrop,115.2,2,45127
7106,10450,7.0131,51.4508,Essen,1968,GMH,6,1440.82,tabula_retrofit,116,26.1,79.5,TRY2015_515365069172_Jahr_City_Bottrop,51.84,2,45127
7107,10451,7.0131,51.4508,Essen,1978,GMH,6,1738.52,tabula_standard,196,69.1,212.7,TRY2015_515365069172_Jahr_City_Bottrop,62.4,2,45127
7108,10452,7.0131,51.4508,Essen,1978,GMH,6,1741.66,tabula_retrofit,105,28.1,86.7,TRY2015_515365069172_Jahr_City_Bottrop,28.08,2,45127
7109,10453,7.0131,51.4508,Essen,1983,GMH,6,1484.27,tabula_standard,50,56.1,169.5,TRY2015_515365069172_Jahr_City_Bottrop,62.4,2,45127
7110,10454,7.0131,51.4508,Essen,1983,GMH,6,1535.2,tabula_retrofit,3,26.1,79.5,TRY2015_515365069172_Jahr_City_Bottrop,28.08,2,45127
7111,10455,7.0131,51.4508,Essen,1994,GMH,6,1235.98,tabula_standard,77,58.1,191.1,TRY2015_515365069172_Jahr_City_Bottrop,57.6,2,45127
7112,10456,7.0131,51.4508,Essen,1994,GMH,6,1228.5,tabula_retrofit,4,27.1,90.3,TRY2015_515365069172_Jahr_City_Bottrop,25.92,2,45127
7113,10457,7.0131,51.4508,Essen,2001,GMH,6,834.46,tabula_standard,39,39.1,122.7,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,45127
7114,10458,7.0131,51.4508,Essen,2001,GMH,6,887.63,tabula_retrofit,2,24.1,79.5,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,45127
7115,10459,7.0131,51.4508,Essen,2009,GMH,6,1421.53,tabula_standard,40,28.1,83.1,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,45127
7116,10460,7.0131,51.4508,Essen,2009,GMH,6,1467.17,tabula_retrofit,2,23.1,68.7,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,45127
7117,10461,7.0131,51.4508,Essen,2015,GMH,6,1494.62,tabula_standard,8,28.1,90.3,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,45127
7118,10462,7.2,51.6167,Recklinghausen,1918,EFH,2,139.66,tabula_standard,2225,142.8183243,451.6439102,TRY2015_515365069172_Jahr_City_Bottrop,172.8,2,44575
7119,10463,7.2,51.6167,Recklinghausen,1918,EFH,2,139.66,tabula_retrofit,1198,41.94965009,126.4124497,TRY2015_515365069172_Jahr_City_Bottrop,77.76,2,44575
7120,10464,7.2,51.6167,Recklinghausen,1948,EFH,2,132.63,tabula_standard,1995,113.4805625,368.3820505,TRY2015_515365069172_Jahr_City_Bottrop,172.8,2,44575
7121,10465,7.2,51.6167,Recklinghausen,1948,EFH,2,132.63,tabula_retrofit,1074,35.00794543,109.1096238,TRY2015_515365069172_Jahr_City_Bottrop,77.76,2,44575
7122,10466,7.2,51.6167,Recklinghausen,1957,EFH,2,135.04,tabula_standard,2891,142.7050936,453.9645101,TRY2015_515365069172_Jahr_City_Bottrop,172.8,2,44575
7123,10467,7.2,51.6167,Recklinghausen,1957,EFH,2,135.04,tabula_retrofit,1557,49.4018867,151.7125037,TRY2015_515365069172_Jahr_City_Bottrop,77.76,2,44575
7124,10468,7.2,51.6167,Recklinghausen,1968,EFH,2,144.47,tabula_standard,3533,139.6307785,441.0904067,TRY2015_515365069172_Jahr_City_Bottrop,163.2,2,44575
7125,10469,7.2,51.6167,Recklinghausen,1968,EFH,2,144.47,tabula_retrofit,1903,49.72270694,161.0169378,TRY2015_515365069172_Jahr_City_Bottrop,73.44,2,44575
7126,10470,7.2,51.6167,Recklinghausen,1978,EFH,2,154.61,tabula_standard,3212,96.2587426,295.0098099,TRY2015_515365069172_Jahr_City_Bottrop,91.2,2,44575
7127,10471,7.2,51.6167,Recklinghausen,1978,EFH,2,154.61,tabula_retrofit,1730,37.15275125,118.2266033,TRY2015_515365069172_Jahr_City_Bottrop,41.04,2,44575
7128,10472,7.2,51.6167,Recklinghausen,1983,EFH,2,156.25,tabula_standard,1903,69.07989047,193.1313,TRY2015_515365069172_Jahr_City_Bottrop,91.2,2,44575
7129,10473,7.2,51.6167,Recklinghausen,1983,EFH,2,156.25,tabula_retrofit,100,31.51486599,88.5801675,TRY2015_515365069172_Jahr_City_Bottrop,41.04,2,44575
7130,10474,7.2,51.6167,Recklinghausen,1994,EFH,2,153.45,tabula_standard,3512,71.30823464,223.0146124,TRY2015_515365069172_Jahr_City_Bottrop,72.0,2,44575
7131,10475,7.2,51.6167,Recklinghausen,1994,EFH,2,153.45,tabula_retrofit,185,38.90406327,125.5319098,TRY2015_515365069172_Jahr_City_Bottrop,32.4,2,44575
7132,10476,7.2,51.6167,Recklinghausen,2001,EFH,2,152.66,tabula_standard,1839,51.45315063,171.2104656,TRY2015_515365069172_Jahr_City_Bottrop,57.6,2,44575
7133,10477,7.2,51.6167,Recklinghausen,2001,EFH,2,152.66,tabula_retrofit,97,36.29263527,128.7439793,TRY2015_515365069172_Jahr_City_Bottrop,25.92,2,44575
7134,10478,7.2,51.6167,Recklinghausen,2009,EFH,2,153.55,tabula_standard,2033,41.30724521,132.2197264,TRY2015_515365069172_Jahr_City_Bottrop,57.6,2,44575
7135,10479,7.2,51.6167,Recklinghausen,2009,EFH,2,153.55,tabula_retrofit,107,28.48740372,92.08170066,TRY2015_515365069172_Jahr_City_Bottrop,25.92,2,44575
7136,10480,7.2,51.6167,Recklinghausen,2015,EFH,2,154.44,tabula_standard,440,35.19667089,117.1015343,TRY2015_515365069172_Jahr_City_Bottrop,57.6,2,44575
7137,10481,7.2,51.6167,Recklinghausen,2015,EFH,2,154.44,tabula_retrofit,23,31.71092952,107.304575,TRY2015_515365069172_Jahr_City_Bottrop,25.92,2,44575
7138,10482,7.2,51.6167,Recklinghausen,1918,RH,2,126.56,tabula_standard,5821,101.3573417,317.0565158,TRY2015_515365069172_Jahr_City_Bottrop,153.6,2,44575
7139,10483,7.2,51.6167,Recklinghausen,1918,RH,2,126.56,tabula_retrofit,3134,37.61498382,117.3046881,TRY2015_515365069172_Jahr_City_Bottrop,69.12,2,44575
7140,10484,7.2,51.6167,Recklinghausen,1948,RH,2,115.49,tabula_standard,8841,78.72814103,247.0851485,TRY2015_515365069172_Jahr_City_Bottrop,153.6,2,44575
7141,10485,7.2,51.6167,Recklinghausen,1948,RH,2,115.49,tabula_retrofit,4761,27.37861076,88.92099556,TRY2015_515365069172_Jahr_City_Bottrop,69.12,2,44575
7142,10486,7.2,51.6167,Recklinghausen,1957,RH,2,116.33,tabula_standard,4944,96.65231489,319.5315263,TRY2015_515365069172_Jahr_City_Bottrop,153.6,2,44575
7143,10487,7.2,51.6167,Recklinghausen,1957,RH,2,116.33,tabula_retrofit,2662,30.80146506,118.8194088,TRY2015_515365069172_Jahr_City_Bottrop,69.12,2,44575
7144,10488,7.2,51.6167,Recklinghausen,1968,RH,2,120.06,tabula_standard,6043,58.08723592,155.9079085,TRY2015_515365069172_Jahr_City_Bottrop,144.0,2,44575
7145,10489,7.2,51.6167,Recklinghausen,1968,RH,2,120.06,tabula_retrofit,3254,26.05491612,69.24874789,TRY2015_515365069172_Jahr_City_Bottrop,64.8,2,44575
7146,10490,7.2,51.6167,Recklinghausen,1978,RH,2,129.3,tabula_standard,5493,65.62619208,211.7669673,TRY2015_515365069172_Jahr_City_Bottrop,86.4,2,44575
7147,10491,7.2,51.6167,Recklinghausen,1978,RH,2,129.3,tabula_retrofit,2958,27.23069117,93.60753834,TRY2015_515365069172_Jahr_City_Bottrop,38.88,2,44575
7148,10492,7.2,51.6167,Recklinghausen,1983,RH,2,134.33,tabula_standard,3949,65.09722663,199.8824804,TRY2015_515365069172_Jahr_City_Bottrop,86.4,2,44575
7149,10493,7.2,51.6167,Recklinghausen,1983,RH,2,134.33,tabula_retrofit,208,35.4675283,112.3574589,TRY2015_515365069172_Jahr_City_Bottrop,38.88,2,44575
7150,10494,7.2,51.6167,Recklinghausen,1994,RH,2,130.37,tabula_standard,10525,45.62203975,134.5373097,TRY2015_515365069172_Jahr_City_Bottrop,67.2,2,44575
7151,10495,7.2,51.6167,Recklinghausen,1994,RH,2,130.37,tabula_retrofit,554,29.06874197,85.43115843,TRY2015_515365069172_Jahr_City_Bottrop,30.24,2,44575
7152,10496,7.2,51.6167,Recklinghausen,2001,RH,2,129.24,tabula_standard,5518,37.90595939,111.8940691,TRY2015_515365069172_Jahr_City_Bottrop,52.8,2,44575
7153,10497,7.2,51.6167,Recklinghausen,2001,RH,2,129.24,tabula_retrofit,290,27.84825735,83.91279242,TRY2015_515365069172_Jahr_City_Bottrop,23.76,2,44575
7154,10498,7.2,51.6167,Recklinghausen,2009,RH,2,135.42,tabula_standard,4524,32.63836995,114.8378784,TRY2015_515365069172_Jahr_City_Bottrop,52.8,2,44575
7155,10499,7.2,51.6167,Recklinghausen,2009,RH,2,135.42,tabula_retrofit,238,27.12587757,97.602632,TRY2015_515365069172_Jahr_City_Bottrop,23.76,2,44575
7156,10500,7.2,51.6167,Recklinghausen,2015,RH,2,141.6,tabula_standard,502,31.83979416,94.07492593,TRY2015_515365069172_Jahr_City_Bottrop,52.8,2,44575
7157,10501,7.2,51.6167,Recklinghausen,2015,RH,2,141.6,tabula_retrofit,26,28.2210171,83.83304257,TRY2015_515365069172_Jahr_City_Bottrop,23.76,2,44575
7158,10502,7.2,51.6167,Recklinghausen,1918,MFH,4,360.89,tabula_standard,2289,83.26217788,264.2647065,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,44575
7159,10503,7.2,51.6167,Recklinghausen,1918,MFH,4,360.89,tabula_retrofit,1232,31.10216231,96.99832385,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,44575
7160,10504,7.2,51.6167,Recklinghausen,1948,MFH,4,332.47,tabula_standard,1976,106.1448286,345.8001257,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,44575
7161,10505,7.2,51.6167,Recklinghausen,1948,MFH,4,332.47,tabula_retrofit,1064,31.92876332,103.0658717,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,44575
7162,10506,7.2,51.6167,Recklinghausen,1957,MFH,4,351.12,tabula_standard,2872,96.59679476,281.162799,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,44575
7163,10507,7.2,51.6167,Recklinghausen,1957,MFH,4,351.12,tabula_retrofit,1546,31.67030501,93.12797087,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,44575
7164,10508,7.2,51.6167,Recklinghausen,1968,MFH,4,383.96,tabula_standard,3510,69.06478799,209.0741501,TRY2015_515365069172_Jahr_City_Bottrop,115.2,2,44575
7165,10509,7.2,51.6167,Recklinghausen,1968,MFH,4,383.96,tabula_retrofit,1890,26.72042147,81.45149179,TRY2015_515365069172_Jahr_City_Bottrop,51.84,2,44575
7166,10510,7.2,51.6167,Recklinghausen,1978,MFH,4,401.43,tabula_standard,3191,69.33446746,215.024904,TRY2015_515365069172_Jahr_City_Bottrop,62.4,2,44575
7167,10511,7.2,51.6167,Recklinghausen,1978,MFH,4,401.43,tabula_retrofit,1718,28.23641344,88.31902207,TRY2015_515365069172_Jahr_City_Bottrop,28.08,2,44575
7168,10512,7.2,51.6167,Recklinghausen,1983,MFH,4,438.36,tabula_standard,1479,56.867524,171.956429,TRY2015_515365069172_Jahr_City_Bottrop,62.4,2,44575
7169,10513,7.2,51.6167,Recklinghausen,1983,MFH,4,438.36,tabula_retrofit,78,26.90508148,80.15612681,TRY2015_515365069172_Jahr_City_Bottrop,28.08,2,44575
7170,10514,7.2,51.6167,Recklinghausen,1994,MFH,4,430.42,tabula_standard,2398,59.03952983,194.0837971,TRY2015_515365069172_Jahr_City_Bottrop,57.6,2,44575
7171,10515,7.2,51.6167,Recklinghausen,1994,MFH,4,430.42,tabula_retrofit,126,27.35623712,91.88602731,TRY2015_515365069172_Jahr_City_Bottrop,25.92,2,44575
7172,10516,7.2,51.6167,Recklinghausen,2001,MFH,4,426.23,tabula_standard,1580,39.44570593,125.2748357,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,44575
7173,10517,7.2,51.6167,Recklinghausen,2001,MFH,4,426.23,tabula_retrofit,83,25.10788116,82.54027469,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,44575
7174,10518,7.2,51.6167,Recklinghausen,2009,MFH,4,458.82,tabula_standard,684,28.78583006,83.6177919,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,44575
7175,10519,7.2,51.6167,Recklinghausen,2009,MFH,4,458.82,tabula_retrofit,36,24.0012642,69.93213622,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,44575
7176,10520,7.2,51.6167,Recklinghausen,2015,MFH,4,491.41,tabula_standard,97,28.64688781,92.99727884,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,44575
7177,10521,7.2,51.6167,Recklinghausen,2015,MFH,4,491.41,tabula_retrofit,5,19.54050714,63.96664466,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,44575
7178,10522,7.2,51.6167,Recklinghausen,1918,GMH,6,1348.12,tabula_standard,7,83.34819679,264.2647011,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,44575
7179,10523,7.2,51.6167,Recklinghausen,1918,GMH,6,1348.12,tabula_retrofit,4,31.07489269,96.99832971,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,44575
7180,10524,7.2,51.6167,Recklinghausen,1948,GMH,6,1067.57,tabula_standard,6,106.2727946,345.8001192,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,44575
7181,10525,7.2,51.6167,Recklinghausen,1948,GMH,6,1067.57,tabula_retrofit,3,31.91434633,103.0658679,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,44575
7182,10526,7.2,51.6167,Recklinghausen,1957,GMH,6,982.66,tabula_standard,80,96.71658284,281.1627951,TRY2015_515365069172_Jahr_City_Bottrop,124.8,2,44575
7183,10527,7.2,51.6167,Recklinghausen,1957,GMH,6,982.66,tabula_retrofit,43,31.65490463,93.12796809,TRY2015_515365069172_Jahr_City_Bottrop,56.16,2,44575
7184,10528,7.2,51.6167,Recklinghausen,1968,GMH,6,1385.29,tabula_standard,97,69.09615928,209.0741629,TRY2015_515365069172_Jahr_City_Bottrop,115.2,2,44575
7185,10529,7.2,51.6167,Recklinghausen,1968,GMH,6,1385.29,tabula_retrofit,52,26.70129445,81.45149116,TRY2015_515365069172_Jahr_City_Bottrop,51.84,2,44575
7186,10530,7.2,51.6167,Recklinghausen,1978,GMH,6,1730.54,tabula_standard,89,69.36752707,215.0248912,TRY2015_515365069172_Jahr_City_Bottrop,62.4,2,44575
7187,10531,7.2,51.6167,Recklinghausen,1978,GMH,6,1730.54,tabula_retrofit,48,28.20924355,88.31902286,TRY2015_515365069172_Jahr_City_Bottrop,28.08,2,44575
7188,10532,7.2,51.6167,Recklinghausen,1983,GMH,6,1460.0,tabula_standard,66,56.84808738,171.9564298,TRY2015_515365069172_Jahr_City_Bottrop,62.4,2,44575
7189,10533,7.2,51.6167,Recklinghausen,1983,GMH,6,1460.0,tabula_retrofit,3,26.87258733,80.15613121,TRY2015_515365069172_Jahr_City_Bottrop,28.08,2,44575
7190,10534,7.2,51.6167,Recklinghausen,1994,GMH,6,1212.54,tabula_standard,84,59.00855797,194.0837959,TRY2015_515365069172_Jahr_City_Bottrop,57.6,2,44575
7191,10535,7.2,51.6167,Recklinghausen,1994,GMH,6,1212.54,tabula_retrofit,4,27.31061561,91.88602626,TRY2015_515365069172_Jahr_City_Bottrop,25.92,2,44575
7192,10536,7.2,51.6167,Recklinghausen,2001,GMH,6,825.24,tabula_standard,80,39.41272485,125.2748338,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,44575
7193,10537,7.2,51.6167,Recklinghausen,2001,GMH,6,825.24,tabula_retrofit,4,25.08290498,82.54027419,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,44575
7194,10538,7.2,51.6167,Recklinghausen,2009,GMH,6,1368.42,tabula_standard,49,28.759848,83.61779539,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,44575
7195,10539,7.2,51.6167,Recklinghausen,2009,GMH,6,1368.42,tabula_retrofit,3,23.96599529,69.93213795,TRY2015_515365069172_Jahr_City_Bottrop,19.44,2,44575
7196,10540,7.2,51.6167,Recklinghausen,2015,GMH,6,1451.56,tabula_standard,8,28.60431802,92.99727345,TRY2015_515365069172_Jahr_City_Bottrop,43.2,2,44575
7197,10541,7.1,51.5167,Gelsenkirchen,1918,EFH,2,139.66,tabula_standard,446,138.3013726,409.3353797,TRY2015_514395067746_Jahr_City_Duisburg,172.8,2,45879
7198,10542,7.1,51.5167,Gelsenkirchen,1918,EFH,2,139.66,tabula_retrofit,240,40.52459598,126.4124497,TRY2015_514395067746_Jahr_City_Duisburg,77.76,2,45879
7199,10543,7.1,51.5167,Gelsenkirchen,1948,EFH,2,132.63,tabula_standard,425,109.8302093,359.4184393,TRY2015_514395067746_Jahr_City_Duisburg,172.8,2,45879
7200,10544,7.1,51.5167,Gelsenkirchen,1948,EFH,2,132.63,tabula_retrofit,229,33.83967038,109.1096238,TRY2015_514395067746_Jahr_City_Duisburg,77.76,2,45879
7201,10545,7.1,51.5167,Gelsenkirchen,1957,EFH,2,135.04,tabula_standard,284,138.3077398,411.3058736,TRY2015_514395067746_Jahr_City_Duisburg,172.8,2,45879
7202,10546,7.1,51.5167,Gelsenkirchen,1957,EFH,2,135.04,tabula_retrofit,153,47.79795586,151.7125037,TRY2015_514395067746_Jahr_City_Duisburg,77.76,2,45879
7203,10547,7.1,51.5167,Gelsenkirchen,1968,EFH,2,144.47,tabula_standard,347,135.2945675,410.2474711,TRY2015_514395067746_Jahr_City_Duisburg,163.2,2,45879
7204,10548,7.1,51.5167,Gelsenkirchen,1968,EFH,2,144.47,tabula_retrofit,187,47.96004231,161.0169378,TRY2015_514395067746_Jahr_City_Duisburg,73.44,2,45879
7205,10549,7.1,51.5167,Gelsenkirchen,1978,EFH,2,154.61,tabula_standard,315,92.93162419,295.0098099,TRY2015_514395067746_Jahr_City_Duisburg,91.2,2,45879
7206,10550,7.1,51.5167,Gelsenkirchen,1978,EFH,2,154.61,tabula_retrofit,170,35.82452924,118.2266033,TRY2015_514395067746_Jahr_City_Duisburg,41.04,2,45879
7207,10551,7.1,51.5167,Gelsenkirchen,1983,EFH,2,156.25,tabula_standard,147,66.90639663,193.1313,TRY2015_514395067746_Jahr_City_Duisburg,91.2,2,45879
7208,10552,7.1,51.5167,Gelsenkirchen,1983,EFH,2,156.25,tabula_retrofit,8,30.60542981,88.5801675,TRY2015_514395067746_Jahr_City_Duisburg,41.04,2,45879
7209,10553,7.1,51.5167,Gelsenkirchen,1994,EFH,2,153.45,tabula_standard,341,68.92860979,223.0146124,TRY2015_514395067746_Jahr_City_Duisburg,72.0,2,45879
7210,10554,7.1,51.5167,Gelsenkirchen,1994,EFH,2,153.45,tabula_retrofit,18,37.62084761,125.5319098,TRY2015_514395067746_Jahr_City_Duisburg,32.4,2,45879
7211,10555,7.1,51.5167,Gelsenkirchen,2001,EFH,2,152.66,tabula_standard,136,49.57404413,171.2104656,TRY2015_514395067746_Jahr_City_Duisburg,57.6,2,45879
7212,10556,7.1,51.5167,Gelsenkirchen,2001,EFH,2,152.66,tabula_retrofit,7,34.94484302,128.7439793,TRY2015_514395067746_Jahr_City_Duisburg,25.92,2,45879
7213,10557,7.1,51.5167,Gelsenkirchen,2009,EFH,2,153.55,tabula_standard,165,39.87582635,132.2197264,TRY2015_514395067746_Jahr_City_Duisburg,57.6,2,45879
7214,10558,7.1,51.5167,Gelsenkirchen,2009,EFH,2,153.55,tabula_retrofit,9,27.52553731,92.08170066,TRY2015_514395067746_Jahr_City_Duisburg,25.92,2,45879
7215,10559,7.1,51.5167,Gelsenkirchen,2015,EFH,2,154.44,tabula_standard,43,33.9314707,117.1015343,TRY2015_514395067746_Jahr_City_Duisburg,57.6,2,45879
