Distributors,Address,zipcode,lat,long,operating radius,operating districts,workforce,max_installations
DIAMANT Heiz- und Klimasysteme GmbH,"73635 Rudersberg, Germany",73635,48.88106605,9.53657935494483,100.0,GoeppingenLand;Rems_Murr_Land;LudwigsburgLand;EsslingenLand;StuttgartLandeshauptstadt;Main_Tauber_Land;HeilbronnLandLand;BoeblingenLand;ReutlingenLand;HeidenheimLand,5.0,250.0
Dipl.-Ing. (FH) Ingo Jürgena,"26639 Wiesmoor, Germany",26639,53.41439575,7.725996287431335,100.0,WittmundLand;AmmerlandLand;AurichLand;LeerLand;WilhelmshavenStadt;EmdenStadt;OldenburgLand;WesermarschLand;CloppenburgLand;DelmenhorstStadt,5.0,250.0
Dipl.-Ing. EDUARD JORDAN Haustechnik GmbH,"18211 Bargeshagen, Germany",18211,54.13205731766789,11.948914614596285,100.0,Vorpommern_Ruegen;RostockHansestadt;SchwerinLandeshauptstadt;Nordwestmecklenburg,5.0,250.0
Dipl.-Ing. Frank Günther e.K.,"21337 Lüneburg, Germany",21337,53.24793398061731,10.44020796972433,100.0,LueneburgLand;UelzenLand;Luechow_DannenbergLand;HamburgBundesland;Soltau_FallingbostelLand;HerzogtumLauenburg;Pinneberg;StadeLand;CelleLand;GifhornLand,5.0,250.0
Dipl.-Ing.(FH) Karl Mayer GmbH,"54634 Bitburg, Germany",54634,49.968953218971436,6.528036193719653,100.0,TrierStadt;Bernkastel_WittlichLand;Cochem_ZellLand;Merzig_WadernLand,5.0,250.0
Dirk Schmitz Heizungsbau & Sanitär,"53474 Bad Neuenahr-Ahrweiler, Germany",53474,50.54152349585169,7.120312435242091,100.0,GrafschaftBentheimLand;BonnStadt;Euskirchen;Rhein_Sieg_;NeuwiedLand;AltenkirchenWesterwald;KoelnStadt;KoblenzStadt;Rhein_Erft_;Cochem_ZellLand,5.0,250.0
Distelmaier GmbH,"22761 Hamburg, Germany",22761,53.56542158356,9.914004926078034,100.0,HamburgBundesland;Pinneberg;StadeLand;Steinburg;LueneburgLand;NeumuensterStadt;Segeberg;HerzogtumLauenburg;LuebeckHansestadt;Soltau_FallingbostelLand,5.0,250.0
Dr. Stadtbäumer Baugrunduntersuchung GmbH,"85609 Aschheim b. München, Germany",85609,48.192658,11.71421219127192,100.0,UnterallgaeuLand;ErdingLand;DachauLand;EbersbergLand;FreisingLand;FuerstenfeldbruckLand;Pfaffenhofena.d.IlmLand;StarnbergLand;MiesbachLand;BergstraßeLand,5.0,250.0
DUDDA Energiesysteme Gmbh,"18258 Schwaan, Germany",18258,53.937002333328046,12.104252686969234,100.0,Rostock;MecklenburgischeSeen;Ludwigslust_Parchim;SchwerinLandeshauptstadt;Nordwestmecklenburg,5.0,250.0
Dührkopp Haustechnik GmbH Co. KG,"14712 Rathenow, Germany",14712,52.611308221476,12.341515033460677,100.0,JerichowerLandLand;BrandenburganderHavel;StendalLand;BurgenlandLand;Potsdam_MittelmarkLand;HavellandLand;BerlinBundesland;Maerkisch_OderlandLand;Teltow_FlaemingLand,5.0,250.0
Ebert - Bau GmbH Neubau - Umbau - Sanierung,"17033 Neubrandenburg, Germany",17033,53.5452587986691,13.25045859027817,100.0,Vorpommern_Greifswald,5.0,250.0
Eichenauer Kälte- und Klimatechnik GmbH & Co. KG,"36367 Wartenberg - Angersbach, Germany",36367,50.62387105,9.45089905063308,100.0,FuldaLand;Marburg_BiedenkopfLand;Waldeck_FrankenbergLand;Schmalkalden_Meiningen,5.0,250.0
EISEN FISCHER GmbH,"86720 Nördlingen, Germany",86720,48.8586179,10.495341998758175,100.0,HarburgLand;Weißenburg_Gunzenhausen;HeidenheimLand;Neuburg_Schrobenhausen;GuenzburgLand;AnsbachLandLand;EichstaettLand;Schwabach;Augsburg;BodenseeLand,5.0,250.0
ELBRA Elektrotechnik Bratschke GmbH,"42551 Velbert, Germany",42551,51.34330675251444,7.050640855991928,100.0,Mettmann;EssenStadt;WuppertalStadt;SolingenStadt;GelsenkirchenStadt;RemscheidStadt;BottropStadt;DuesseldorfStadt;MuelheimanderRuhrStadt;BochumStadt,5.0,250.0
Elektro Fischer GmbH,"94152 Neuhaus – Reding, Germany",94152,48.4529484,13.410533506243578,100.0,PassauLandLand;Freyung_GrafenauLand;DeggendorfLand;AltoettingLand;RegenLand,5.0,250.0
Elektro Guggenmos GmbH & Co. KG,"87742 Dirlewang, Germany",87742,48.00695217922661,10.506959789663536,100.0,Kaufbeuren;Memmingen;LandsbergamLechLand;Augsburg;BiberachLand;KemptenAllgaeu;FuerstenfeldbruckLand;Aichach_FriedbergLand;Weilheim_SchongauLand;StarnbergLand,5.0,250.0
Elektro Halbach Heinz Halbach GmbH & Co. KG,"42369 Wuppertal, Germany",42369,51.22652635526601,7.201824049011347,100.0,,5.0,250.0
Elektro Haupenthal,"55776 Rohrbach, Germany",55776,49.584776751571425,7.242798585581299,100.0,KuselLand;NeunkirchenLand;BadDuerkheimLand;KaiserslauternLand;PirmasensStadt;ZweibrueckenStadt;Merzig_WadernLand;TrierStadt;Saarpfalz_Land;Dillingena.d.DonauLand,5.0,250.0
Elektro Jost GmbH,"45289 Essen-Burgaltendorf, Germany",45289,51.416164930314636,7.111311750400403,100.0,EssenStadt;BochumStadt;GelsenkirchenStadt;BottropStadt;WittenbergLand;Maerkischer;OberhausenStadt;HerneStadt;Mettmann;DuisburgStadt,5.0,250.0
Elektro Lübke KG,"24103 Kiel, Germany",24103,54.32284378477549,10.131450585349253,100.0,KielLandeshauptstadt;Ploen;NeumuensterStadt;Rendsburg_Eckernfoerde;Ostholstein;Segeberg;Steinburg;Dithmarschen;LuebeckHansestadt;Nordfriesland,5.0,250.0
ELEKTRO Luckow & Söhne GmbH,"40721 Hilden, Germany",40721,51.16619285,6.914028880079641,100.0,,5.0,250.0
Elektro Riedel Inh. Frank Riedel,"30916 Isernhagen, Germany",30916,52.45406536126935,9.85708924550884,100.0,RegionHannoverLand;CelleLand;PeineLand;HildesheimLand;GifhornLand;NienburgWeserLand;SchaumburgLand;BraunschweigStadt;SalzgitterStadt;Soltau_FallingbostelLand,5.0,250.0
Elektro Roßwein GmbH,"04741 Roßwein, Germany",4741,51.0801062,13.186804630726021,100.0,ErzgebirgsLand;ChemnitzStadt;DresdenStadt;SaechsischeSchweiz_Osterz;NordsachsenLand;LeipzigLand;ZwickauLand;AltenburgerLandLand,5.0,250.0
ELEKTRO SCHNICKMANN GmbH,"51789 Lindlar-Hartegasse, Germany",51789,51.0233447902725,7.373047948725837,100.0,Oberbergischer;RemscheidStadt;KoelnStadt;Rhein_Sieg_;LeverkusenStadt;SolingenStadt;WuppertalStadt;BonnStadt;Olpe;Siegen_Wittgenstein,5.0,250.0
Elektro Zech GmbH,"87666 Pforzen, Germany",87666,47.935732200000004,10.611829457029227,100.0,Kaufbeuren;LandsbergamLechLand;Memmingen;KemptenAllgaeu;Weilheim_SchongauLand;Augsburg;FuerstenfeldbruckLand;Aichach_FriedbergLand;StarnbergLand;BiberachLand,5.0,250.0
Elektro-Beck,"73466 Lauchheim, Germany",73466,48.87152009637114,10.249688380464727,100.0,HeidenheimLand;HarburgLand;Weißenburg_Gunzenhausen;GoeppingenLand;BodenseeLand;Neu_UlmLand;GuenzburgLand;AnsbachLandLand;Neuburg_Schrobenhausen;EichstaettLand,5.0,250.0
Elektro-Brezing,"72224 Ebhausen, Germany",72224,48.60857125,8.670617045299148,100.0,CalwLand;FreudenstadtLand;BoeblingenLand;TuebingenLand;BirkenfeldLand;PforzheimStadtStadt;ReutlingenLand;StuttgartLandeshauptstadt;EsslingenLand;LudwigsburgLand,5.0,250.0
Elektro-Horst GmbH,"06667 Tagewerben, Germany",6667,51.19534087625667,11.968004749302304,100.0,HalleSaaleStadt;AltenburgerLandLand;LeipzigStadt;NordsachsenLand;GeraStadt;JenaStadt;Anhalt_BitterfeldLand;Mansfeld_SuedharzLand;GreizLand;WeimarStadt,5.0,250.0
Elektrotechnik Schenkendorf GmbH,"42897 Remscheid, Germany",42897,51.18750523422175,7.264249471013954,100.0,RemscheidStadt;SolingenStadt;WuppertalStadt;LeverkusenStadt;Mettmann;HagenStadt;WittenbergLand;Oberbergischer;BochumStadt;KoelnStadt,5.0,250.0
Elmar Schmid GmbH,"87488 Betzigau, Germany",87488,47.7278131,10.41126141941994,100.0,KemptenAllgaeu;Kaufbeuren;Memmingen;LandsbergamLechLand;BiberachLand;LindauBodenseeLand;Weilheim_SchongauLand;RavensburgLand;BodenseeLand;Neu_UlmLand,5.0,250.0
Engelmann Installation,"39576 Stendal - OT Groß Schwechten, Germany",39576,52.60554850972736,11.847680815150015,100.0,StendalLand;JerichowerLandLand;BurgenlandLand;MagdeburgLandeshauptstadt;HarzLand;BrandenburganderHavel;WolfsburgStadt;Luechow_DannenbergLand,5.0,250.0
ENGIE Refrigeration GmbH,"88131 Lindau, Germany",88131,47.57286685,9.686940863251923,100.0,LindauBodenseeLand;RavensburgLand;Memmingen;KemptenAllgaeu;SigmaringenLand;BiberachLand;KonstanzLand;TuttlingenLand,5.0,250.0
Enneper und Schmermbeck KG,"58511 Lüdenscheid, Germany",58511,51.21811915000001,7.651146488671737,100.0,HagenStadt;Oberbergischer;Olpe;RemscheidStadt;DortmundStadt;SolingenStadt;WittenbergLand;Unna;WuppertalStadt;BochumStadt,5.0,250.0
Enspa-Energiesparsysteme,"63683 Ortenberg, Germany",63683,50.35660375000001,9.088058565190185,100.0,FrankfurtamMainStadt;OffenbachLand;FuldaLand;Aschaffenburg;Darmstadt;Marburg_BiedenkopfLand;MiltenbergLand;Rheingau_Taunus_Land;WiesbadenLandeshauptstadt;BadKreuznachLand,5.0,250.0
EnTech GmbH,"77815 Buhl, Germany",77815,48.69775615455515,8.135489720000837,100.0,RastattLand;KarlsruheStadtStadt;FreudenstadtLand;BirkenfeldLand;PforzheimStadtStadt;GermersheimLand;Dingolfing_LandauLand;EmmendingenLand;CalwLand;SpeyerStadt,5.0,250.0
EPROPLAN GmbH Beratende Ingenieure,"70597 Stuttgart, Germany",70597,48.74470654085455,9.169232271388557,100.0,StuttgartLandeshauptstadt;EsslingenLand;LudwigsburgLand;BoeblingenLand;ReutlingenLand;TuebingenLand;CalwLand;GoeppingenLand;PforzheimStadtStadt;Rems_Murr_Land,5.0,250.0
Erhard Müller GmbH,"37181 Hardegsen, Germany",37181,51.65458745,9.825495731389848,100.0,NortheimLand;Goettingen;FrieslandLand;HolzmindenLand;Hoexter;Schwalm_Eder_Land;KasselLand;GoslarLand;WartburgLand;Hameln_PyrmontLand,5.0,250.0
Erich Kuhn GmbH,"22179 Hamburg, Germany",22179,53.606202825035616,10.081075494384924,100.0,HamburgBundesland;Pinneberg;Segeberg;LuebeckHansestadt;HerzogtumLauenburg;LueneburgLand;Steinburg;NeumuensterStadt;StadeLand;Soltau_FallingbostelLand,5.0,250.0
Ernst Schenk & Sohn GmbH Heizung und Sanitär,"47057 Duisburg, Germany",47057,51.42467784308181,6.788731937895683,100.0,DuisburgStadt;OberhausenStadt;EssenStadt;BottropStadt;KrefeldStadt;Hochsauerland;DuesseldorfStadt;Mettmann;GelsenkirchenStadt;Rhein_Neuss,5.0,250.0
Erwin Merk GmbH,"89264 Weißenhorn, Germany",89264,48.3020171,10.177888700200981,100.0,GuenzburgLand;Alb_Donau_Land;UlmUniversitaetsstadtStadt;Memmingen;BiberachLand;HeidenheimLand;Augsburg;KemptenAllgaeu;Aichach_FriedbergLand;Kaufbeuren,5.0,250.0
ETG Wiedholz Elektrotechnischer Fachgroßhandel,"86462 Langweid/Lech, Germany",86462,48.48088945,10.826741557738764,100.0,RegensburgLandLand;Memmingen;Ansbach;RosenheimLandLand;KitzingenLand,5.0,250.0
Eugen Bosch GmbH & Co. KG,"50823 Cologne, Germany",50823,50.94975484721943,6.923365932724571,100.0,Siegen_Wittgenstein;Oberbergischer;Soest;WiesbadenLandeshauptstadt;Coesfeld,5.0,250.0
Ewald Büttner GmbH,"63856 Bessenbach, Germany",63856,49.9660696,9.252114800788133,100.0,Neckar_Odenwald_;OffenbachamMainStadt;NeustadtanderWeinstraße;MainzStadt;ForchheimLand,5.0,250.0
F.Grassmugg Kälte-Klima-Technik,"71679 Asperg, Germany",71679,48.9046078859641,9.138954993652023,100.0,HohenloheLand;BadDuerkheimLand;SchweinfurtLandLand;Rhoen_GrabfeldLand;OdenwaldLand,5.0,250.0
F.O. Henneberg GmbH,"20354 Hamburg, Germany",20354,53.55587332583894,9.990383920721008,100.0,AmmerlandLand;VechtaLand,5.0,250.0
Faust GmbH,"56070 Koblenz, Germany",56070,50.374941338367435,7.588230976525044,100.0,Rhein_Sieg_;Heinsberg;EssenStadt;MuelheimanderRuhrStadt;RemscheidStadt,5.0,250.0
Fedder GmbH,"41462 Neuss, Germany",41462,51.21565543410996,6.666674339199691,100.0,BottropStadt,5.0,250.0
Fiedler Service GmbH,"13509 Berlin, Germany",13509,52.59071885,13.298214993776467,100.0,Oder_SpreeLand;Elbe_ElsterLand;MagdeburgLandeshauptstadt;LeipzigLand;AltmarkSalzwedelLand,5.0,250.0
Fiehl & Kersken GmbH,"50389 Wesseling, Germany",50389,50.81590634608205,6.977998337090839,100.0,HerneStadt;FrankenthalPfalzStadt;Coesfeld;HammStadt;Recklinghausen,5.0,250.0
Firma Kölling GmbH,"01561 Ebersbach OT Bieberach, Germany",1561,51.28951915,13.711979771021142,100.0,HavellandLand;ChemnitzStadt;Potsdam_MittelmarkLand,5.0,250.0
Fischer Elektrotechnik GmbH,"89584 Ehingen-Dächingen, Germany",89584,48.28566035901308,9.716187626552221,100.0,BoeblingenLand;OstallgaeuLand;Ingolstadt;StuttgartLandeshauptstadt;Schwarzwald_Baar_Land,5.0,250.0
Fischer GbR Bad & Heiztechnik,"59069 Hamm, Germany",59069,51.62334875000001,7.8688723140649675,100.0,Maerkischer;DuesseldorfStadt;Herford;WartburgLand;Wesel,5.0,250.0
FMH Bau-Meister GmbH & Co KG,"52070 Aachen, Germany",52070,50.783258450583716,6.098154874177514,100.0,MoenchengladbachStadt;Olpe;Rhein_Erft_;Heinsberg;Siegen_Wittgenstein,5.0,250.0
Francois Fiedler GmbH,"14089 Berlin-Kladow, Germany",14089,52.47087255,13.151527738415707,100.0,Spree_NeißeLand,5.0,250.0
Frank Widdel Haustechnik,"59063 Hamm, Germany",59063,51.67203085,7.837455419292951,100.0,BochumStadt;Marburg_BiedenkopfLand;Borken;OsnabrueckStadt;DiepholzLand,5.0,250.0
Franz Lanzinger GmbH,"86931 Prittriching, Germany",86931,48.19888325,10.926865826408914,100.0,Augsburg;Neu_UlmLand;Weideni.d.OPf.;Neumarkti.d.OPf.Land;FreisingLand,5.0,250.0
FRIELING FRITZ GmbH,"49393 Lohne (Oldenburg), Germany",49393,52.66118125,8.228908928665907,100.0,Guetersloh;StadeLand;Hameln_PyrmontLand;Recklinghausen;WuppertalStadt,5.0,250.0
Fritsch GmbH Heizungen und Bäder,"76437 Rastatt, Germany",76437,48.86651935,8.18452642549805,100.0,SuedwestpfalzLand;Neu_UlmLand;Aschaffenburg;Rhein_Lahn_Land;WiesbadenLandeshauptstadt,5.0,250.0
Fritz Laxganger GmbH,"83119 Obing, Germany",83119,48.01504925,12.393458950726489,100.0,SchwandorfLand;OstallgaeuLand;Neuburg_Schrobenhausen;Passau;ChamLand,5.0,250.0
Fuchs Heizung + Haustechnik GmbH,"53840 Troisdorf, Germany",53840,50.81089034725922,7.162176854136268,100.0,Rhein_Lahn_Land;BottropStadt;WittenbergLand;Rhein_Erft_;OffenbachLand,5.0,250.0
Fuhrer Kälte & Klimatechnik,"72108 Rottenburg-Oberndorf, Germany",72108,48.46967965,8.934589874858336,100.0,KarlsruheStadtStadt;Wuerzburg;Dingolfing_LandauLand;MiltenbergLand;TuttlingenLand,5.0,250.0
G.U.T. Gebäude- und Umwelttechnik GmbH,"26180 Rastede, Germany",26180,53.24468722976924,8.203744334867308,100.0,CuxhavenLand;EmslandLand;RotenburgWuemmeLand;BremenBundesland;CloppenburgLand,5.0,250.0
Gabriel GmbH Heizung Sonne Bad,"88371 Boos, Germany",88371,47.9693331,9.5924291175474,100.0,KarlsruheLandLand;Rottal_InnLand;Memmingen;StuttgartLandeshauptstadt,5.0,250.0
Garbe Elektro- und Solartechnik GmbH,"47589 Uedem, Germany",47589,51.6755786,6.29360172348578,100.0,Oberbergischer;OsnabrueckLand;WuppertalStadt;DuesseldorfStadt,5.0,250.0
Gellert & Meitzner GmbH,"03172 Schenkendöbern, Germany",3172,51.94876470000001,14.624074912977393,100.0,Spree_NeißeLand;BautzenLand,5.0,250.0
Gemeinhardt AG,"95145 Oberkotzau, Germany",95145,50.2573776,11.925640376067092,70.0,FuerthLandLand;SaechsischeSchweiz_Osterz;KitzingenLand;Rhoen_GrabfeldLand;ChamLand,3.0,150.0
genotec GmbH und Co. KG,"52538 Gangelt, Germany",52538,51.00737995,5.984794334299872,70.0,Rhein_Neuss;LeverkusenStadt;DuesseldorfStadt;DuisburgStadt;Maerkischer,3.0,150.0
GeoClimaDesign AG,"15517 Fürstenwalde / Spree, Germany",15517,52.37474285,14.06711939734578,70.0,Teltow_FlaemingLand;HarzLand,3.0,150.0
Georg Bergsteiner GmbH,"85077 Manching-Oberstimm, Germany",85077,48.71658625,11.490985645643756,70.0,KulmbachLand;BodenseeLand;Donau_RiesLand;Ingolstadt;FuerthLandLand,3.0,150.0
GeoSolar Energietechnik GmbH,"15370 Fredersdorf, Germany",15370,52.5189856,13.779896376943707,70.0,AltmarkSalzwedelLand;Spree_NeißeLand;Potsdam_MittelmarkLand,3.0,150.0
Gerd Albert GmbH,"66115 Saarbrücken, Germany",66115,49.24500144594089,6.949541743921842,70.0,Main_Kinzig_Land;Neustadta.d.Aisch_BadW.;LudwigshafenamRheinStadt;Trier_SaarburgLand;EifelBitburg_PruemLand,3.0,150.0
GIB Gewerbe-und Industriebau GmbH,"04720 Döbeln, Germany",4720,51.1432426,13.12959985742949,70.0,Wunsiedeli.Fichtelgebirge;Hof;WeimarerLandLand,3.0,150.0
Graf GmbH,"86381 Krumbach/Niederraunau, Germany",86381,48.243257345440114,10.369003916739796,70.0,KemptenAllgaeu;TuttlingenLand;Memmingen;EbersbergLand;AugsburgLandLand,3.0,150.0
Graf Haustechnik GmbH,"92421 Schwandorf, Germany",92421,49.3153268,12.065086700213325,70.0,KulmbachLand;WuerzburgLandLand;DachauLand;Hof;CoburgLandLand,3.0,150.0
Grube's Zentralheizungsbau- und Haustechnik Dipl.-Ing. Alexander Ebel GmbH,"22145 Hamburg, Germany",22145,53.62723046372818,10.166451683328038,70.0,LueneburgLand;OldenburgLand;RotenburgWuemmeLand;Schleswig_Flensburg,3.0,150.0
Günter Weller GmbH,"74369 Löchgau, Germany",74369,49.002363218167886,9.108517853121601,70.0,Weißenburg_Gunzenhausen;LandauinderPfalzStadt;Memmingen;Rhein_Hunsrueck_Land;HohenloheLand,3.0,150.0
Günther GmbH Heizung Sanitär Bauklempnerei,"45139 Essen, Germany",45139,51.45863688013088,7.0409670598848475,70.0,EmslandLand;BochumStadt;KoelnStadt;RemscheidStadt;LeverkusenStadt,3.0,150.0
Guske Elektro GmbH & Co. KG,"39606 Flessau, Germany",39606,52.790568208045435,11.730477611087315,70.0,Teltow_FlaemingLand;PeineLand;BoerdeLand;Spree_NeißeLand;BrandenburganderHavel,3.0,150.0
GYRO BAUTECHNIK GmbH,"45356 Essen, Germany",45356,51.48431543195153,6.974798271797249,70.0,Lippe;HerneStadt;DuesseldorfStadt;MoenchengladbachStadt;Paderborn,3.0,150.0
h e i n e n GmbH,"50825 Cologne, Germany",50825,50.95687355751755,6.914278482732996,70.0,GelsenkirchenStadt;Coesfeld;Dueren;SolingenStadt;Marburg_BiedenkopfLand,3.0,150.0
H. Jürgens KG,"26629 Großefehn, Germany",26629,53.39700745,7.598084407266338,70.0,Minden_Luebbecke,3.0,150.0
H. Reuter GmbH,"45127 Essen, Germany",45127,51.45692010953957,7.0109605144224245,70.0,DuesseldorfStadt;Unna;WittenbergLand;Guetersloh;Waldeck_FrankenbergLand,3.0,150.0
H. Timm GmbH,"31515 Wunstorf, Germany",31515,52.43251098172597,9.404135345901583,70.0,BraunschweigStadt;PeineLand;HolzmindenLand;OsnabrueckStadt;SalzgitterStadt,3.0,150.0
H.-D. Ruß GmbH Energietechnik,"65201 Wiesbaden, Germany",65201,50.05297929511993,8.184961236413107,70.0,WetterauLand;KoblenzStadt;EifelBitburg_PruemLand;Limburg_WeilburgLand;AschaffenburgLand,3.0,150.0
Haas + Mandau GmbH,"79541 Lörrach, Germany",79541,47.64014375,7.690329139447585,70.0,Breisgau_Hochschwarzwald,3.0,150.0
Haberland Heizung-Sanitär GmbH,"09390 Gornsdorf, Germany",9390,50.7085981,12.884694129703298,70.0,MittelsachsenLand;WeimarerLandLand;ZwickauLand;Groß_GerauLand,3.0,150.0
Hafner-Muschler Kälte- und Klimatechnik GmbH & Co KG,"72336 Balingen, Germany",72336,48.265537174370785,8.862248307617705,70.0,FreudenstadtLand;UlmUniversitaetsstadtStadt;KarlsruheStadtStadt;Schwarzwald_Baar_Land,3.0,150.0
Handelshof Bautzen GmbH,"02625 Bautzen, Germany",2625,51.1812160437654,14.430411527013819,70.0,CottbusStadt,3.0,150.0
Handrick & Schumann GmbH,"09337 Callenberg, Germany",9337,50.81135948240723,12.693843979859496,70.0,KyffhaeuserLand;DresdenStadt;LeipzigLand;JenaStadt,3.0,150.0
"HANS BÖHM Sanitär-, Solar- und Heizungstechnik","42657 Solingen, Germany",42657,51.14989673813634,7.0666252556402815,70.0,Kleve;HagenStadt;Recklinghausen;Siegen_Wittgenstein;Olpe,3.0,150.0
Hans Meirandres GmbH,"83022 Rosenheim, Germany",83022,47.85588381173346,12.127475219893961,70.0,FreisingLand;Aichach_FriedbergLand;BerchtesgadenerLandLand;Nuernberg,3.0,150.0
Hans Schramm GmbH & Co. KG,"80337 Munich, Germany",80337,48.127235419309905,11.557971683374946,70.0,TraunsteinLand;RegensburgLandLand;SaaleLand,3.0,150.0
Hans und Fred Brandstetter,"72622 Nürtingen, Germany",72622,48.61646925,9.352172477509347,70.0,Rhein_Neckar_Land;RottweilLand;LandauinderPfalzStadt,3.0,150.0
Hans Zacher GmbH - Zacher Welten,"55543 Bad Kreuznach, Germany",55543,49.83861100243044,7.865336376052836,70.0,OffenbachLand;Neustadta.d.Aisch_BadW.;NeunkirchenLand;LudwigshafenamRheinStadt;HeidelbergStadtStadt,3.0,150.0
Hans-Peter Stritt,"78628 Rottweil, Germany",78628,48.17000845,8.657361158909007,70.0,RottweilLand;GoeppingenLand,3.0,150.0
Harald Schütz Heizungsbau & Sanitär GmbH,"97355 Kleinlangheim, Germany",97355,49.75532955,10.34332367108848,70.0,Bayreuth;KulmbachLand;WetterauLand;SchweinfurtLandLand;Fuerth,3.0,150.0
Harry Schieck GmbH,"09130 Chemnitz, Germany",9130,50.83674533062659,12.946537435216985,70.0,MittelsachsenLand;ZwickauLand,3.0,150.0
Haubrich GmbH,"46045 Oberhausen, Germany",46045,51.46650437671099,6.858076538889388,70.0,Hochsauerland;Kleve;Warendorf;Rhein_Erft_;LeverkusenStadt,3.0,150.0
Hausmann GmbH,"26689 Apen, Germany",26689,53.2103818,7.778254061281962,70.0,OldenburgLand;RotenburgWuemmeLand,3.0,150.0
Hausmann Haustechnik GmbH & Co. KG,"91154 Roth, Germany",91154,49.23688415,11.118101625557133,70.0,Fuerth;ForchheimLand;KulmbachLand;Muehldorfa.InnLand,3.0,150.0
Haustechnik Hart GmbH & CO. KG,"97222 Rimpar, Germany",97222,49.8909863,9.956505744419953,70.0,Main_Kinzig_Land;SchweinfurtLandLand;FrankfurtOderStadt;Main_SpessartLand,3.0,150.0
Haustechnik Kröber,"56244 Schenkelberg, Germany",56244,50.54272819564337,7.795634866486705,70.0,Rhein_Hunsrueck_Land;GießenLand;Cochem_ZellLand;Rhein_Sieg_,3.0,150.0
Haustechnik Neuroth GmbH,"58730 Fröndenberg-Dellwig, Germany",58730,51.4982107,7.771055687019937,70.0,AltenkirchenWesterwald;BonnStadt;Hersfeld_RotenburgLand;BielefeldStadt;WartburgLand,3.0,150.0
Haustechnik Scherer GmbH,"66128 Saarbrücken, Germany",66128,49.23570426713049,6.916979520267942,70.0,Bernkastel_WittlichLand;Merzig_WadernLand;Saarpfalz_Land;ZweibrueckenStadt;KuselLand,3.0,150.0
Haustechnik Team GmbH,"01324 Dresden, Germany",1324,51.06087330513052,13.841753036483667,70.0,Groß_GerauLand;ZwickauLand,3.0,150.0
Haustechnik Thallwitz GmbH,"04808 Thallwitz, Germany",4808,51.3843451,12.80659762365498,70.0,AltenburgerLandLand;HalleSaaleStadt,3.0,150.0
Haustechnik Voßwinkel GmbH,"51515 Kürten, Germany",51515,51.03651495,7.253692842909089,70.0,MuensterStadt;Soest;WittenbergLand,3.0,150.0
Haustechnik-Feldmann,"31812 Bad Pyrmont, Germany",31812,51.966026299999996,9.309002091493305,70.0,NordhausenLand;WolfenbuettelLand;RegionHannoverLand,3.0,150.0
Heimö L. Möbius & Co. GmbH,"06886 Wittenberg, Germany",6886,51.87596541916008,12.632451301792868,70.0,Teltow_FlaemingLand,3.0,150.0
Heine GmbH & Co. KG - Heizung - Sanitär - Klima,"32278 Kirchlengern, Germany",32278,52.21778415,8.652256667496621,70.0,DiepholzLand;BielefeldStadt;OsnabrueckLand;Warendorf;HolzmindenLand,3.0,150.0
Heinz Burkhardt GmbH & Co. KG,"75389 Neuweiler, Germany",75389,48.67144245,8.609554538138532,70.0,NeustadtanderWeinstraße;OrtenauLand;TuttlingenLand,3.0,150.0
Heinz Zoch GmbH,"27751 Delmenhorst, Germany",27751,53.06799295,8.673102888934274,70.0,WilhelmshavenStadt;AmmerlandLand,3.0,150.0
Heinz-Jürgen Schröter GmbH,"01796 Pirna, Germany",1796,50.94704085,13.950557187173894,70.0,SaechsischeSchweiz_Osterz,3.0,150.0
Heizen for You VOGEL GmbH - HEIZUNGEN + BÄDER,"99438 Bad Berka, Germany",99438,50.89924634545694,11.266938632485221,70.0,ErfurtStadt,3.0,150.0
Heiztechnik Mengel,"64401 Groß-Bieberau, Germany",64401,49.78573040000001,8.815546593986621,70.0,AhrweilerLand;GießenLand;Limburg_WeilburgLand;HohenloheLand;MannheimUniversitaetsstadt,3.0,150.0
Heizung & Sanitär Achim Hambücken,"50859 Köln Lövenich, Germany",50859,50.954394861787776,6.831075807458898,70.0,Rhein_Neuss;MuelheimanderRuhrStadt;Dueren;NeuwiedLand;DuisburgStadt,3.0,150.0
Heizung Notdienst Berlin,"12161 Berlin, Germany",12161,52.47067685,13.326061823459206,70.0,BerlinBundesland;SalzlandLand,3.0,150.0
Heizung-Sanitär-Lüftung GmbH,"45884 Gelsenkirchen, Germany",45884,51.491782395705464,7.0844184735310005,70.0,BochumStadt;Wesel,3.0,150.0
Hengmith Kälte- Klima- Technik GmbH,"73095 Albershausen, Germany",73095,48.69391116679419,9.56289519861636,70.0,HohenloheLand;LudwigsburgLand,3.0,150.0
HERCO Kühltechnik Hermanns u. Co. GmbH,"46485 Wesel, Germany",46485,51.665973765835005,6.644380459407362,70.0,DortmundStadt;KrefeldStadt;Ennepe_Ruhr_,3.0,150.0
HERKT GmbH HEIZUNG SANITAER,"03042 Cottbus, Germany",3042,51.75595702317929,14.362796708649347,70.0,DresdenStadt,3.0,150.0
Hermann Schmitt GmbH,"66679 Losheim-Rimlingen, Germany",66679,49.50557638701636,6.738577974563169,70.0,Merzig_WadernLand;SuedwestpfalzLand,3.0,150.0
