Distributors,Address,zipcode,lat,long,operating radius,operating districts,workforce,max_installations
Gerd Albert GmbH,"66115 Saarbrücken, Germany",66115,49.24500144594089,6.949541743921842,70.0,54426;66111;66386;66359;66606;66869;66849;66484;18556;54422,6.0,150.0
GIB Gewerbe-und Industriebau GmbH,"04720 Döbeln, Germany",4720,51.1432426,13.12959985742949,70.0,1445;3238;1067;1454;9028;1705,6.0,150.0
Graf GmbH,"86381 Krumbach/Niederraunau, Germany",86381,48.243257345440114,10.369003916739796,70.0,86381;86150;86502;86854;89231;86609;87600;89168;87700;82297,6.0,150.0
Graf Haustechnik GmbH,"92421 Schwandorf, Germany",92421,49.3153268,12.065086700213325,70.0,92269;91281;92444;92637;91249,6.0,150.0
Grube's Zentralheizungsbau- und Haustechnik Dipl.-Ing. Alexander Ebel GmbH,"22145 Hamburg, Germany",22145,53.62723046372818,10.166451683328038,70.0,20038;22844;23611;21039;19069;24534,6.0,150.0
Günter Weller GmbH,"74369 Löchgau, Germany",74369,49.002363218167886,9.108517853121601,70.0,71543;70806;70734;74214;75172;74405;69427;70173;71292;64658,6.0,150.0
Günther GmbH Heizung Sanitär Bauklempnerei,"45139 Essen, Germany",45139,51.45863688013088,7.040967059884848,70.0,45879;44787;46236;44575;44623;45127;44135;45403;42103;44532,6.0,150.0
Guske Elektro GmbH & Co. KG,"39606 Flessau, Germany",39606,52.790568208045435,11.730477611087315,70.0,16866,6.0,150.0
GYRO BAUTECHNIK GmbH,"45356 Essen, Germany",45356,51.48431543195153,6.974798271797249,70.0,45879;46236;44575;45127;44787;44623;45403;42103;48249;44135,6.0,150.0
h e i n e n GmbH,"50825 Cologne, Germany",50825,50.95687355751755,6.914278482732996,70.0,42799;51371;50667;40699;42651;40210;50126;42477;53111;40667,6.0,150.0
H. Jürgens KG,"26629 Großefehn, Germany",26629,53.39700745,7.598084407266338,70.0,26409;26316;22869;26160;26382;26506;26349;26121,6.0,150.0
H. Reuter GmbH,"45127 Essen, Germany",45127,51.45692010953957,7.0109605144224245,70.0,45879;46236;44575;45127;44787;45403;44623;44135;42103;47051,6.0,150.0
H. Timm GmbH,"31515 Wunstorf, Germany",31515,52.43251098172597,9.404135345901583,70.0,30159;29221;27318;31542,6.0,150.0
H.-D. Ruß GmbH Energietechnik,"65201 Wiesbaden, Germany",65201,50.05297929511993,8.184961236413107,70.0,65239;56472;60306;61250;35781;6406;65219;64521;35510;63065,6.0,150.0
Haas + Mandau GmbH,"79541 Lörrach, Germany",79541,47.64014375,7.690329139447585,70.0,57520;79400;79664;79189;79098;78048;79183,6.0,150.0
Haberland Heizung-Sanitär GmbH,"09390 Gornsdorf, Germany",9390,50.7085981,12.884694129703298,70.0,9028;4703;8056;4600;8280,6.0,150.0
Hafner-Muschler Kälte- und Klimatechnik GmbH & Co KG,"72336 Balingen, Germany",72336,48.265537174370785,8.862248307617705,70.0,,6.0,150.0
Handelshof Bautzen GmbH,"02625 Bautzen, Germany",2625,51.1812160437654,14.430411527013819,70.0,2708;1454;3058,6.0,150.0
Handrick & Schumann GmbH,"09337 Callenberg, Germany",9337,50.81135948240723,12.693843979859496,70.0,9028;4703;4600;1445;7545;4103,6.0,150.0
"HANS BÖHM Sanitär-, Solar- und Heizungstechnik","42657 Solingen, Germany",42657,51.14989673813634,7.0666252556402815,70.0,42651;42853;42103;45525;51371;40699;40210;42799;44787;58507,6.0,150.0
Hans Meirandres GmbH,"83022 Rosenheim, Germany",83022,47.85588381173346,12.127475219893961,70.0,83527;83119;83550;84489;83607,6.0,150.0
Hans Schramm GmbH & Co. KG,"80337 Munich, Germany",80337,48.127235419309905,11.557971683374946,70.0,84405;80331;83550;84072;85221;85077;82110;83527;82131;84028,6.0,150.0
Hans und Fred Brandstetter,"72622 Nürtingen, Germany",72622,48.61646925,9.352172477509347,70.0,73033;70173;70734;21217;73430;70806;72070;72124;74405,6.0,150.0
Hans Zacher GmbH - Zacher Welten,"55543 Bad Kreuznach, Germany",55543,49.83861100243044,7.865336376052836,70.0,55218;65219;55232;56112;67292;64521;65239;55442;56472,6.0,150.0
Hans-Peter Stritt,"78628 Rottweil, Germany",78628,48.17000845,8.657361158909007,70.0,72336;78187;72172;72160;72124;72070;71032;72202;72419,6.0,150.0
Harald Schütz Heizungsbau & Sanitär GmbH,"97355 Kleinlangheim, Germany",97355,49.75532955,10.34332367108848,70.0,96106;91332;96160;96170;90542;91052,6.0,150.0
Harry Schieck GmbH,"09130 Chemnitz, Germany",9130,50.83674533062659,12.946537435216985,70.0,9028;4703;1445;4600;1705;8056;1067,6.0,150.0
Haubrich GmbH,"46045 Oberhausen, Germany",46045,51.46650437671099,6.858076538889388,70.0,46236;45127;45403;45879;44575;44623;47051;44787;46483;44135,6.0,150.0
Hausmann GmbH,"26689 Apen, Germany",26689,53.2103818,7.778254061281962,70.0,26160;26316;26349;26121;26409;22869;26382;26506,6.0,150.0
Hausmann Haustechnik GmbH & Co. KG,"91154 Roth, Germany",91154,49.23688415,11.118101625557133,70.0,91126;90402;90518;91249;90602;91052;91257;90542,6.0,150.0
Haustechnik Hart GmbH & CO. KG,"97222 Rimpar, Germany",97222,49.890986299999994,9.956505744419953,70.0,96170;96160;96106;97517;91332;97528;97070,6.0,150.0
Haustechnik Kröber,"56244 Schenkelberg, Germany",56244,50.54272819564337,7.795634866486705,70.0,57072;56203;6406;35781;35576;35037;57368;56472,6.0,150.0
Haustechnik Neuroth GmbH,"58730 Fröndenberg-Dellwig, Germany",58730,51.4982107,7.771055687019937,70.0,58739;44532;48231;44135;24576;33311;44787;45525;44623;33098,6.0,150.0
Haustechnik Scherer GmbH,"66128 Saarbrücken, Germany",66128,49.23570426713049,6.916979520267942,70.0,66111;54426;66386;66359;66606;66869;66849;66484;18556;66663,6.0,150.0
Haustechnik Team GmbH,"01324 Dresden, Germany",1324,51.06087330513052,13.841753036483667,70.0,1454;1067;1945;1445;1705,6.0,150.0
Haustechnik Thallwitz GmbH,"04808 Thallwitz, Germany",4808,51.3843451,12.80659762365498,70.0,3238;1445;4425;12529,6.0,150.0
Haustechnik Voßwinkel GmbH,"51515 Kürten, Germany",51515,51.03651495,7.253692842909089,70.0,58507;42853;51371;42477;42799;42651;40699;45525;50667;57368,6.0,150.0
Haustechnik-Feldmann,"31812 Bad Pyrmont, Germany",31812,51.9660263,9.309002091493305,70.0,31020;31008;31542;30159;31073;37154;32105,6.0,150.0
Heimö L. Möbius & Co. GmbH,"06886 Wittenberg, Germany",6886,51.87596541916008,12.632451301792868,70.0,14913;6842;14476;6773,6.0,150.0
Heine GmbH & Co. KG - Heizung - Sanitär - Klima,"32278 Kirchlengern, Germany",32278,52.21778415,8.652256667496621,70.0,32312;32049;27318;31542;27211;33519;32105;31020,6.0,150.0
Heinz Burkhardt GmbH & Co. KG,"75389 Neuweiler, Germany",75389,48.67144245,8.609554538138532,70.0,71032;71292;72202;75172;70806;72070;76530;72160;70173;68753,6.0,150.0
Heinz Zoch GmbH,"27751 Delmenhorst, Germany",27751,53.06799295,8.673102888934274,70.0,28195;27749;27711;27356;27283;26121;26349;21745,6.0,150.0
Heinz-Jürgen Schröter GmbH,"01796 Pirna, Germany",1796,50.94704085,13.950557187173894,70.0,1454;1067;2708;1705;1445,6.0,150.0
Heizen for You VOGEL GmbH - HEIZUNGEN + BÄDER,"99438 Bad Berka, Germany",99438,50.89924634545694,11.266938632485221,70.0,99102;99084;7607;7743;6578;6120,6.0,150.0
Heiztechnik Mengel,"64401 Groß-Bieberau, Germany",64401,49.78573040000001,8.815546593986621,70.0,64319;63739;64385;63785;64521;35104;36381;63065;65239;60306,6.0,150.0
Heizung & Sanitär Achim Hambücken,"50859 Köln Lövenich, Germany",50859,50.954394861787776,6.831075807458898,70.0,51371;50667;42799;40699;42651;40210;50126;34582;40667;53111,6.0,150.0
Heizung Notdienst Berlin,"12161 Berlin, Germany",12161,52.47067685,13.326061823459206,70.0,16225;10115;15236;16515;14461,6.0,150.0
Heizung-Sanitär-Lüftung GmbH,"45884 Gelsenkirchen, Germany",45884,51.491782395705464,7.0844184735310005,70.0,45879;44623;44787;44575;46236;45127;44135;45403;44532;42103,6.0,150.0
Hengmith Kälte- Klima- Technik GmbH,"73095 Albershausen, Germany",73095,48.69391116679419,9.56289519861636,70.0,73430;21217;73033;70734;74405;89168;70173;70806,6.0,150.0
HERCO Kühltechnik Hermanns u. Co. GmbH,"46485 Wesel, Germany",46485,51.665973765835005,6.644380459407362,70.0,46236;44575;46483;45879;45403;44623;47051;47798;45127;48249,6.0,150.0
HERKT GmbH HEIZUNG SANITAER,"03042 Cottbus, Germany",3042,51.75595702317929,14.362796708649347,70.0,3042;3058,6.0,150.0
Hermann Schmitt GmbH,"66679 Losheim-Rimlingen, Germany",66679,49.50557638701636,6.738577974563169,70.0,66606;66663;54347;54298;66359;54426;54636;66111,6.0,150.0
"Hermann-Josef Cleve, Sanitär- und Heizungstechnik e.K. - Inh. Michael Cleve","41462 Neuss, Germany",41462,51.21565543410996,6.666674339199691,70.0,,6.0,150.0
Hess Kälte & Klimatechnik GmbH,"83098 Brannenburg, Germany",83098,47.7292573,12.0626848729504,70.0,83119;83550;83607;83527,6.0,150.0
Hesse Bad+Heizung GmbH & Co. KG,"58239 Schwerte, Germany",58239,51.43065445,7.568047869412696,70.0,44532;24576;44135;58739;44787;45525;44623;48231;42103;45879,6.0,150.0
Hesselbach GmbH,"42853 Remscheid, Germany",42853,51.18307049191557,7.183036678192349,70.0,42853;45525;42651;42103;58507;51371;24576;44787;45127;44135,6.0,150.0
HIDROS Deutschland,"53359 Rheinbach, Germany",53359,50.62008562806643,6.9505987095340656,70.0,51570;53111;53545;50667;50126;42477;42799;53424;51371;52349,6.0,150.0
Höber GmbH,"94034 Passau, Germany",94034,48.593963,13.44984601832506,70.0,94065;94032;93471,6.0,150.0
Höfer GmbH,"56170 Bendorf, Germany",56170,50.43208246253788,7.574446559326541,70.0,56203;53545;57072;56112;6406;35781;35576;56472;56170,6.0,150.0
Höffken GmbH,"47057 Duisburg-Neudorf, Germany",47057,51.42467784308181,6.788731937895683,70.0,,6.0,150.0
Holz und Sonne - GmbH,"76855 Annweiler, Germany",76855,49.20795985,7.963378951198412,70.0,76829;67377;67105;67098;67360;68526;67292;68159;64625;55232,6.0,150.0
Hopff e.K. Bäder - Sanitär - Heizungsanlagen,"46047 Oberhausen, Germany",46047,51.476079601644834,6.8806124027035045,70.0,46236;45127;45879;44575;45403;44623;44787;47051;46483;44135,6.0,150.0
Horst Hüller GmbH,"38446 Wolfsburg, Germany",38446,52.37507955,10.834302226506944,70.0,38440;29410;38023;29365;38154;15755;39164,6.0,150.0
HRV Kälte-Klima GmbH Kälte - Klima - Lüftungsbau,"52068 Aachen, Germany",52068,50.77658938846035,6.123028043888652,70.0,52349;41812;52062;50126;40667;41061;34582;50667,6.0,150.0
HSB Seefeldt GmbH,"47877 Willich, Germany",47877,51.26128575,6.523193167643982,70.0,47798;47051;40210;46483;41061;41334;40699;34582;45403;42651,6.0,150.0
HSF Künzel GmbH,"04509 Delitzsch, Germany",4509,51.515961600000004,12.361533604221835,70.0,6773;6366;6842;4425;3238,6.0,150.0
Hübner GmbH Gebäudetechnik,"74743 Seckach, Germany",74743,49.43584894999999,9.337599991895537,70.0,74744;97070;63785;69427;97225;64385;64658;74214,6.0,150.0
Huhn Haustechnik GmbH,"61348 Bad Homburg, Germany",61348,50.226414956668435,8.61137138590495,70.0,35510;61250;63065;36381;35104;60306;65239;35305;35576;64319,6.0,150.0
Hunke GmbH - Heizung - Sanitär,"59427 Unna, Germany",59427,51.53448865,7.783236477141997,70.0,58739;44532;48231;44135;24576;33311;44787;45525;44623;33098,6.0,150.0
Hüttenbrauck Kälte-Klimatechnik GmbH,"56077 Koblenz, Germany",56077,50.36341270616408,7.626696871244946,70.0,56203;6406;56112;53545;35781;56472;35576;57072;56170,6.0,150.0
hydro-fact Matthias Maaßen,"52525 Heinsberg, Germany",52525,51.0593129,6.068108468436552,70.0,41812;41334;41061;34582;40667;40210;50126;25554;47798;52349,6.0,150.0
Hydrodrill Bohrgesellschaft GbR,"89362 Offingen, Germany",89362,48.48083935,10.374658626214856,70.0,86502;86609;89168;86150;86381;85123;86854,6.0,150.0
Igor Berezin Meisterbetrieb,"58644 Iserlohn, Germany",58644,51.34047465,7.685585893779902,70.0,58739;24576;44532;44135;45525;58507;44787;34431;42103;44623,6.0,150.0
Ing. D. Raubald GmbH,"38855 Wernigerode, Germany",38855,51.841250696509974,10.786177770142162,70.0,39164;38154;6333;38226;38162;38023;15755,6.0,150.0
Ing. Fritz Bissert GmbH & Co. KG,"65719 Hofheim, Germany",65719,50.0858055028915,8.414573282231519,70.0,65239;61250;60306;35510;63065;35104;36381;56472;64521;64319,6.0,150.0
Innovative Bausysteme GmbH,"09669 Frankenberg, Germany",9669,50.918770200000004,13.084682243748412,70.0,1445;9028;1705;4703;1067;1454;4600;3238,6.0,150.0
ISH Innovative Sanitär- & Heizungstechnik,"19386 Lübz, Germany",19386,53.4641591169203,12.052273945037255,70.0,17166;17033,6.0,150.0
ITE Industrievertretung Torsten Enders,"09496 Pobershau, Germany",9496,50.6009442,13.18666708507275,70.0,4703;1705;9028,6.0,150.0
Jakob Drehwald GmbH,"55116 Mainz, Germany",55116,49.99931595978293,8.270097236355854,70.0,65239;60306;64521;56472;61250;65219;35510;63065;35104;64319,6.0,150.0
Jan Labanc,"54310 Ralingen, Germany",54310,49.806306795802925,6.514866688668237,70.0,54636;54347;54298;53518;56253;6618;66663,6.0,150.0
JANSSEN CARL HEINZ GmbH,"31061 Alfeld (Leine), Germany",31061,51.98658215705693,9.815952780933713,70.0,31008;38162;31224;38226;30159;37444;31020;37154;31073;29365,6.0,150.0
Johann Nendel Sanitär- und Heizungstechnik GmbH,"91056 Erlangen, Germany",91056,49.58910585,10.954376203489751,70.0,91052;90542;90402;91257;90518;91332;91126;96106;91249,6.0,150.0
Johann Schwaiger GmbH,"83471 Berchtesgaden, Germany",83471,47.593225399999994,13.005234541566713,70.0,83317,6.0,150.0
Johs. Lenz GmbH,"22113 Oststeinbek, Germany",22113,53.53422687958341,10.149538576957653,70.0,20038;22844;21039;19069;23611;19273,6.0,150.0
Jordan & Kremer GmbH,"60316 Frankfurt am Main, Germany",60316,50.1207448414116,8.696526018402373,70.0,35510;63065;36381;35104;60306;61250;65239;35305;64319;63739,6.0,150.0
Julius Gaiser GmbH & Co. KG,"89077 Ulm, Germany",89077,48.3923482,9.97116408139515,70.0,89168;86381;86502;89231;72535;73033;86609;73430;87700,6.0,150.0
JUNG GmbH Sanitär & Heizungstechnik,"44797 Bochum, Germany",44797,51.43057868998478,7.230033332263187,70.0,44787;44135;44623;45879;45525;44532;45127;24576;42103;44575,6.0,150.0
Jura-Kälte GmbH,"91180 Heideck, Germany",91180,49.12984735,11.11535641255102,70.0,90602;91126;90518;90402;91249;91710;85049,6.0,150.0
Jürgen Heitger Ing. GmbH,"22419 Hamburg, Germany",22419,53.66578433562939,10.004295775929423,70.0,20038;22844;23611;21039;24534;23714,6.0,150.0
Jurisch Haustechnik GmbH,"01917 Kamenz/ OT Deutschbaselitz, Germany",1917,51.27948228345078,14.095569306166885,70.0,3058;1454;1945;1067;3042,6.0,150.0
JW Haustechnik GmbH,"65760 Eschborn, Germany",65760,50.150552887426564,8.55976214056235,70.0,35510;60306;61250;65239;63065;35104;36381;35305;64319;56472,6.0,150.0
K +K Kälte-Klimatechnik,"68723 Oftersheim, Germany",68723,49.3872508121821,8.578783023857456,70.0,69115;64658;68526;64625;68159;67105;64385;76829;64319;69427,6.0,150.0
Kälte Schübl GmbH,"93057 Regensburg, Germany",93057,49.0536886,12.11724016402971,70.0,92269;92444;84066;84069;94315;91249;93471,6.0,150.0
Kälte- und Klimatechnik Hoefer - Inh. Lutz Thurmann,"29303 Bergen, Germany",29303,52.8061353,9.925799032642852,70.0,29614;29389;29221;19273;29365,6.0,150.0
Kälte-Bast GmbH,"22525 Hamburg, Germany",22525,53.5868646109904,9.922965171616518,70.0,22844;20038;21039;24534;23714;19069,6.0,150.0
Kältetechnik Radeck & Jacobsen GmbH,"14513 Teltow, Germany",14513,52.38268460000001,13.276557558292842,70.0,10115;16225;15236;14461;16515,6.0,150.0
Karl Göpfert GmbH,"83512 Wasserburg, Germany",83512,48.04986725,12.20508993512868,70.0,83527;84489;84405;83550;84028;84140,6.0,150.0
KEGA Kälte & Klima GmbH,"06313 Wimmelburg, Germany",6313,51.53213385,11.470734686550653,70.0,6366;6120;6295,6.0,150.0
Kettner GmbH,"71083 Herrenberg, Germany",71083,48.59972965,8.879578306679097,70.0,71032;70173;70806;72070;75172;70734;72202;71292,6.0,150.0
KEUL Fußbodenheizung Estrich-Fußbodenheizung-Baustoffhandel,"56132 Kemmenau, Germany",56132,50.32495954497193,7.694905222389169,70.0,56203;6406;35781;56472;56112;53545;35576,6.0,150.0
Kinsky Dipl.-Ing. Alexander Henn eK,"58285 Gevelsberg, Germany",58285,51.3351139,7.353584382147622,70.0,24576;44135;44532;45525;44787;42103;42853;42651;58507;44623,6.0,150.0
KKM Haustechnik GmbH,"50823 Cologne, Germany",50823,50.94975484721943,6.923365932724571,70.0,,6.0,150.0
KKT Kratochwil GmbH,"99974 Mühlhausen/Thüringen, Germany",99974,51.237598299999995,10.461968567185986,70.0,6556;99734;99947;6578;37308;6295;6333;99084,6.0,150.0
Klima Jentzsch GmbH,"01623 Leuben-Schleinitz, Germany",1623,51.20609075,13.307003750735948,70.0,1445;3238;1067;1945;1454;1705,6.0,150.0
"KLU Klima-, Luft- und Umwelttechnik Duisburg GmbH","47167 Duisburg, Germany",47167,51.5008097863635,6.798403596438563,70.0,46236;44575;45879;45403;44623;45127;47051;46483;44787;47798,6.0,150.0
KNIXA industrie + haustechnik GmbH,"92318 Neumarkt, Germany",92318,49.27806195,11.487427901978727,70.0,91249;90518;90602;91281;91126;90402;92269;91052;91257,6.0,150.0
Knothe Sanitär _ Heizung - Elektro GmbH,"44263 Dortmund, Germany",44263,51.48954256743802,7.503768132969682,70.0,44532;44135;44623;24576;44787;45879;58739;48231;45525;46236,6.0,150.0
KOESTER HEINRICH GmbH CO KG,"38100 Braunschweig, Germany",38100,52.26397406103293,10.522687376505996,70.0,38023;29365;38440;38154;29410;31224;38226;38162;39164;29221,6.0,150.0
Kopp GmbH HLS-Technik,"94258 Frauenau, Germany",94258,48.98351990000001,13.336617166211223,70.0,94065,6.0,150.0
Kopp Haustechnik GmbH,"34225 Baunatal, Germany",34225,51.25452599657428,9.412648631962307,70.0,34117;6647;34346;32839;36205;37308;34212;37154;31073,6.0,150.0
Kraft GmbH,"34125 Kassel, Germany",34125,51.32889102565989,9.525132552370085,70.0,34346;6647;37154;37308;34117;31073;32839;36205,6.0,150.0
Krämer Erdwärme GmbH,"76706 Dettenheim-Rußheim, Germany",76706,49.1725647319272,8.41991459627964,70.0,68526;67105;76829;64625;68753;67360;69115;68159;75172;71543,6.0,150.0
Krause Schwimmbad-Technik,"21714 Hammah, Germany",21714,53.61944936979165,9.369493754359851,70.0,21614,6.0,150.0
KS Anlagentechnik GmbH,"03222 Lübbenau /Spreewald, Germany",3222,51.83217335,13.939672828089636,70.0,3042;12529;3058;1945,6.0,150.0
"KS Kälte-, Klima- und Lüftungstechnik GmbH","55543 Bad Kreuznach, Germany",55543,49.83861100243044,7.865336376052836,70.0,,6.0,150.0
Kühhorn GmbH,"90613 Großhabersdorf, Germany",90613,49.4101744,10.783981966938763,70.0,90402;91126;91052;90542;90518;90616;91257;91332,6.0,150.0
Kunkel GmbH,"44359 Dortmund, Germany",44359,51.568787245417155,7.386722772068759,70.0,44623;44135;44532;44575;45879;46236;48249;44787;48231;24576,6.0,150.0
Kupka GmbH,"44579 Castrop-Rauxel, Germany",44579,51.581497813456345,7.306871251317563,70.0,44623;44135;44575;45879;44787;44532;48249;46236;45127;24576,6.0,150.0
Kurt Höfflin Kälte- Klimatechnik,"79268 Bötzingen, Germany",79268,48.07143163108219,7.717286259929062,70.0,79183;79098;79362;77652;77781;79189;78048,6.0,150.0
Kurtz Versorgungstechnik GmbH,"83543 Rott am Inn, Germany",83543,47.9875679,12.12717886208296,70.0,83527;83550;84405;84489;84028;84140;83119,6.0,150.0
Lars Stoll GmbH Technischer Gebäudeservice,"20459 Hamburg, Germany",20459,53.547298311922006,9.979554249436212,70.0,20038;22844;21039;19273;19069;24534;23611;23714,6.0,150.0
Lenz GmbH,"53639 Königswinter, Germany",53639,50.70142452814435,7.240760463435367,70.0,53111;42477;51570;42799;50667;53545;51371;56203;42651,6.0,150.0
Leo Beckmann GmbH,"48341 Münster-Altenberge, Germany",48341,52.04249085,7.478208862605294,70.0,48268;49074;26721;48231;26871;48249;48455,6.0,150.0
LET Löwer & Co. GmbH,"34277 Fuldabrück-Dörnhagen, Germany",34277,51.24165207038556,9.501096113444722,70.0,34346;6647;34117;36205;37308;32839;37154,6.0,150.0
"Leuendorff Gebäudetechnik, Energie- und Mineralölhandel GmbH","13125 Berlin, Germany",13125,52.63700179999999,13.487047653624193,70.0,16225;10115;15236;3202;16515,6.0,150.0
Liekam Haustechnik GmbH,"49076 Osnabrück, Germany",49076,52.28193249131152,8.019437376982838,70.0,49377;27211;32312;49074;32049;27318;33519;26169,6.0,150.0
Lindemann Haustechnik GmbH & Co. KG,"44879 Bochum-Linden, Germany",44879,51.42988830225409,7.161485465236468,70.0,44787;44135;44623;45879;44575;45127;46236;45525;42103;44532,6.0,150.0
Lorenz Heizung - Lüftung - Klima GmbH,"61209 Echzell / Gettenau, Germany",61209,50.38843645,8.894802547841001,70.0,35315;35305;35510;36381;35104;61250;60306;35096;63065;35037,6.0,150.0
Löser + Anspach GmbH,"56070 Koblenz, Germany",56070,50.374941338367435,7.588230976525044,70.0,,6.0,150.0
Lothar Dörr e.K.,"55120 Mainz, Germany",55120,50.019150666074935,8.22484169417063,70.0,65239;60306;56472;65219;64521;61250;35510;35781;63065;6406,6.0,150.0
Lothar Stefke Kälte und Klimatechnik,"74252 Massenbachhausen, Germany",74252,49.17689122434437,9.04800011982916,70.0,69427;71543;74214;74744;64658;69115;64385;68526;75172;74405,6.0,150.0
Lotter Metall GmbH + Co.KG,"04552 Borna / OT Zedtlitz, Germany",4552,51.12067865,12.504781113050988,70.0,4103;4425;4600;9028;7545,6.0,150.0
Lüftungs Heizungs Sanitär Anlagenbau GmbH,"06779 Raguhn, Germany",6779,51.7457778,12.253127188110295,70.0,6773;6842;14476;6366,6.0,150.0
Lutz Elektro u. Sanitär GmbH,"38239 Salzgitter, Germany",38239,52.18084481354322,10.465228935962603,70.0,38023;38154;29365;31224;38440;38226;38162;29410,6.0,150.0
Maier & Sohn GmbH & Co. KG,"86381 Krumbach, Germany",86381,48.243257345440114,10.369003916739796,70.0,,6.0,150.0
MAMMUT Kühlanlagen GmbH,"57250 Netphen, Germany",57250,50.904191851420286,8.120871449084309,70.0,57072;34431;57368;35037;34454;35096;58507,6.0,150.0
Manfred Graf GmbH,"76185 Karlsruhe, Germany",76185,49.012034475458535,8.35992624112265,70.0,68753;67360;68526;76829;75172;71292;67377;76530;67105;76437,6.0,150.0
Manfred Mayer Bauspenglerei Sanitär Heizung,"89192 Rammingen, Germany",89192,48.51582982732211,10.169150768126306,70.0,89168;86502;86609;86381;73430;89231;73033;90599,6.0,150.0
Marc Schmitz GmbH,"50933 Cologne, Germany",50933,50.941612258810395,6.881430488163072,70.0,51371;42799;50667;40699;50126;42651;40210;40667;53111;34582,6.0,150.0
Marcel Winkel poolshop123,"23566 Lübeck, Germany",23566,53.86856148943599,10.7257835740325,70.0,23611;19069;20038;24534,6.0,150.0
MARIO SCHÖPE - Der Bad-Profi,"76228 Karlsruhe, Germany",76228,48.9602234849485,8.478237415497183,70.0,75172;68753;71292;68526;67360;76829;76530;70806;67377;69115,6.0,150.0
Mark Ellendt,"27299 Langwedel, Germany",27299,53.00272385,9.181585744284812,70.0,27356;27283;27749;28195;21614;27711;21745,6.0,150.0
Markus Schwich GmbH,"21357 Bardowick, Germany",21357,53.29825938703953,10.382503324264388,70.0,21039;19065;20038;19273;19069;29614,6.0,150.0
Marx GmbH,"79541 Lörrach-Brombach, Germany",79541,47.64014375,7.690329139447585,70.0,,6.0,150.0
Mayer Bauelemente GmbH,"69242 Mühlhausen, Germany",69242,49.248948013549786,8.725313919754116,70.0,69115;64658;68526;69427;71543;64625;68159;67105;64385;76829,6.0,150.0
MB Gebäudetechnik GmbH,"71332 Waiblingen, Germany",71332,48.8261624,9.308938599479552,70.0,70734;21217;74405;70173;73430;70806;73033;71543;74214;71032,6.0,150.0
Meisterbetrieb Heinz & Carmen Unterberg GbR,"47228 Duisburg, Germany",47228,51.41659545578077,6.687909816103471,70.0,47051;45403;46236;46483;47798;44575;45879;45127;44787;44623,6.0,150.0
Meisterbetrieb Jochen Buck,"72584 Hülben, Germany",72584,48.52185255,9.406917775010713,70.0,73033;73430;70173;21217;72535;72124;70734;71032;72070;89168,6.0,150.0
Meisterbetrieb Simon Seeler,"87662 Markt Kaltental/Blonhofen, Germany",87662,47.88987885,10.754931798192892,70.0,82269;87600;86854;82347;86150;87435;82131;82110;82297;87700,6.0,150.0
Metzler GmbH & Co KG,"63619 Bad Orb, Germany",63619,50.2273836323813,9.34802912973134,70.0,36037;97517;36381;35104;63065;35510;35315,6.0,150.0
Meyer & Kohlmann GmbH & Co. KG Kälte- und Klimatechnik Remscheid,"42897 Remscheid, Germany",42897,51.18750523422175,7.264249471013954,70.0,,6.0,150.0
Michael Schuba Klimatechnik,"47877 Willich, Germany",47877,51.26128575,6.523193167643982,70.0,,6.0,150.0
"Michael Türk Sanitär, Heiz- und Umwelttechnik GmbH","31157 Sarstedt, Germany",31157,52.23643448184512,9.863498880764256,70.0,31224;30159;29221;38226;38162;31008;29365;38023;31020,6.0,150.0
MODULTEQ GmbH & Co. KG,"13156 Berlin, Germany",13156,52.5814116,13.399532797838342,70.0,16225;15236;16515;10115;14461;3202,6.0,150.0
Möhring Versorgungstechnik GmbH & Möhring Gebäudemanagement GmbH,"27572 Bremerhaven, Germany",27572,53.50752888618062,8.598787219167594,70.0,21745;27711;21614;26349;26121;28195;26382;26316;27749,6.0,150.0
Molderings Haustechnik GmbH,"47647 Kerken-Aldekerk, Germany",47647,51.44834055,6.382046946929046,70.0,46483;47798;47051;25554;41334;45403;46236;40210;44575;45879,6.0,150.0
MT-Trading oHG,"21077 Hamburg, Germany",21077,53.44131990909587,9.960266915247539,70.0,20038;21039;22844;19273;29614,6.0,150.0
MÜHLING-MONTAGEN GmbH,"63920 Großheubach, Germany",63920,49.73466465,9.227454716001066,70.0,97225;63785;63739;74744;97070;64385;35104;64658;36381,6.0,150.0
Nadler Klimatechnik AG,"70734 Fellbach, Germany",70734,48.7984177,9.277421726541913,70.0,70734;21217;70173;74405;73430;70806;73033;71543;71032;75172,6.0,150.0
NaturEnergieLaden GmbH & Co KG,"38350 Helmstedt, Germany",38350,52.23241984354,11.004073167602053,70.0,15755;38440;38154;29410;38023;14715;39164;29365;39014;39175,6.0,150.0
NHW Energieservice GmbH,"21465 Reinbek, Germany",21465,53.52326241318857,10.247788010536448,70.0,20038;21039;22844;19069;23611;19065,6.0,150.0
Nicoara Wärme-Kälte-Klimatechnik Dipl. Ing. (FH) Lucian Nicoara,"72070 Tübingen, Germany",72070,48.5215327,9.025841165624527,70.0,71032;70173;72070;72124;70806;73033;70734;72336;71292,6.0,150.0
Nowak GmbH,"51429 Bergisch Gladbach, Germany",51429,50.96837515,7.186964390807002,70.0,42799;42477;51371;50667;42651;40699;58507;42103;57368;42853,6.0,150.0
